Speed_Avg,Brake_Frequency,Brake_Intensity,Throttle_Variance,Energy_Consumption,Range_Est,Label_Driver
20.9,15.9,51.2,40.95,0.145,142.7,0
82.8,4.3,23.8,6.56,0.091,220.4,1
20.6,11.3,51.3,0.0,0.159,134.4,0
4.9,17.5,53.3,10.8,0.118,125.1,0
143.2,4.1,10.2,1.93,0.24,115.2,1
75.5,1.2,13.3,14.85,0.099,86.4,1
48.1,4.5,7.9,15.14,0.165,190.6,1
91.8,2.3,32.4,9.6,0.201,96.6,1
78.5,7.4,21.5,6.86,0.261,132.6,1
14.9,20.6,62.6,22.29,0.11,137.8,0
28.7,0.0,100.0,53.31,0.117,194.2,2
31.4,22.0,44.3,17.24,0.238,141.8,0
52.3,4.7,9.8,10.39,0.157,125.4,1
76.9,6.1,8.2,0.38,0.046,104.8,1
70.7,18.2,28.0,31.15,0.162,170.0,0
24.5,11.2,23.8,23.06,0.172,188.5,0
78.4,4.6,0.0,6.9,0.227,189.2,1
21.7,11.4,31.0,11.88,0.207,200.7,0
46.2,21.1,62.2,11.99,0.104,139.6,0
29.9,24.8,11.0,7.41,0.095,83.8,1
1.9,8.8,21.9,19.3,0.178,184.4,2
25.9,10.1,25.9,0.0,0.131,104.7,1
80.7,5.8,39.9,8.21,0.184,133.8,0
45.4,12.9,41.3,3.02,0.111,195.5,0
68.1,5.1,87.4,101.85,0.165,160.7,2
84.3,0.0,18.1,3.97,0.095,147.2,1
64.1,5.1,10.9,5.07,0.129,189.9,1
67.6,4.8,8.2,3.16,0.102,117.1,1
56.1,1.4,9.7,10.22,0.108,168.6,1
22.0,9.5,19.1,11.33,0.215,137.1,0
28.2,19.7,46.8,12.59,0.197,189.3,0
93.2,2.3,19.8,14.57,0.191,120.4,1
12.8,1.2,72.8,94.22,0.204,154.9,2
19.3,16.6,18.6,22.54,0.103,122.5,0
82.4,4.0,12.9,1.28,0.138,146.0,1
72.0,1.6,26.1,16.49,0.177,181.8,1
79.0,2.5,77.1,32.78,0.26,180.0,2
19.9,1.0,66.3,50.81,0.163,107.8,2
34.8,24.4,34.8,0.79,0.239,100.5,0
61.2,6.3,14.0,12.83,0.116,148.3,1
12.2,26.7,20.2,12.15,0.2,116.4,0
27.6,5.4,19.9,9.98,0.121,35.9,1
23.8,18.7,38.7,14.48,0.153,108.2,0
26.5,4.2,22.9,7.3,0.168,157.6,2
52.8,19.1,59.2,18.65,0.268,101.3,0
71.6,2.0,14.9,18.88,0.095,166.8,1
85.4,5.0,0.0,8.71,0.151,121.8,1
49.6,6.6,7.0,10.87,0.112,127.6,1
24.4,7.2,19.4,7.43,0.048,156.8,1
101.8,4.7,30.1,12.0,0.156,119.1,1
67.5,7.8,26.5,1.07,0.115,152.0,0
32.0,7.3,62.4,27.19,0.166,177.6,0
75.1,3.2,16.9,5.52,0.139,168.5,1
38.4,7.5,30.4,18.56,0.215,158.6,0
53.5,4.5,23.8,20.94,0.232,133.0,1
58.0,12.4,94.6,54.32,0.191,100.7,2
27.3,9.7,23.3,20.54,0.174,149.8,0
8.4,11.9,26.1,14.42,0.039,76.1,1
58.2,0.0,10.2,9.65,0.106,183.1,1
80.1,1.0,9.6,17.23,0.214,124.7,1
77.2,0.0,81.6,62.96,0.107,129.8,2
12.5,8.5,50.3,0.94,0.113,149.2,0
57.1,7.7,37.1,19.14,0.106,219.2,0
60.9,4.5,22.4,11.65,0.116,123.4,1
28.7,9.2,22.8,16.92,0.139,117.8,2
42.2,5.4,85.3,27.69,0.107,141.3,2
11.8,4.8,84.1,45.15,0.185,181.0,2
28.1,0.0,59.7,22.31,0.159,173.2,0
64.6,0.0,11.1,8.64,0.143,107.9,1
23.7,4.7,30.1,15.46,0.122,71.7,0
30.0,24.6,51.1,19.83,0.23,174.8,0
40.7,3.0,22.6,38.56,0.175,56.7,0
0.0,8.4,37.0,27.04,0.183,146.2,0
102.1,2.1,8.6,6.47,0.117,236.6,1
84.2,4.9,12.6,8.14,0.133,224.1,1
20.7,17.6,67.6,22.16,0.102,144.3,0
25.6,11.6,10.0,7.07,0.188,179.7,1
94.2,8.4,58.7,47.73,0.057,109.0,2
24.7,22.4,37.8,12.87,0.071,164.8,0
13.1,19.7,61.6,7.58,0.156,99.7,0
53.6,22.0,27.6,0.0,0.084,75.1,0
83.8,2.9,100.0,35.92,0.132,185.6,2
54.1,5.1,20.0,17.64,0.103,174.6,0
30.2,3.0,41.7,10.18,0.238,169.2,0
51.0,0.7,19.7,13.07,0.195,187.8,1
75.5,3.6,22.2,18.16,0.176,163.9,2
18.9,12.7,36.9,14.51,0.152,154.0,0
54.0,26.7,36.4,33.23,0.175,149.5,0
17.5,11.7,48.5,22.44,0.159,140.2,0
26.1,23.2,56.0,12.21,0.165,103.6,0
80.5,1.4,36.3,14.21,0.247,179.4,1
49.4,13.3,33.6,32.73,0.144,172.9,0
42.4,2.9,38.6,9.68,0.141,110.4,1
38.9,25.7,55.3,37.98,0.252,116.1,0
31.7,21.8,46.0,24.88,0.134,158.7,0
18.5,11.8,19.7,11.06,0.19,141.0,1
108.8,0.0,0.7,12.63,0.131,123.3,1
50.5,15.8,42.7,30.22,0.15,184.8,0
1.0,24.6,4.3,43.27,0.197,192.2,0
86.0,5.9,5.5,10.22,0.216,75.2,1
32.0,15.6,48.4,25.53,0.121,219.6,0
82.8,7.2,38.5,39.35,0.169,197.8,0
26.0,13.3,36.1,26.29,0.16,193.6,0
43.2,1.3,45.4,1.18,0.196,136.3,0
34.7,2.0,0.0,14.6,0.161,83.1,1
33.1,10.1,0.0,17.98,0.107,165.1,0
68.6,5.3,86.5,38.98,0.118,141.8,2
27.8,8.4,12.8,20.62,0.12,145.1,0
46.5,0.0,14.7,8.73,0.129,115.3,1
42.4,18.1,32.2,29.33,0.147,104.9,0
58.9,6.6,12.0,12.77,0.072,167.7,1
52.0,4.6,0.0,11.59,0.16,103.6,1
35.4,24.4,13.8,21.87,0.145,190.5,0
23.5,6.2,7.6,0.01,0.286,106.2,1
67.7,1.1,27.2,19.3,0.184,165.2,1
77.1,0.0,0.8,5.09,0.14,179.2,1
28.7,16.3,64.9,17.61,0.227,219.7,0
24.6,20.6,38.5,23.83,0.211,155.0,0
38.3,1.8,19.0,14.08,0.051,149.6,1
10.9,12.9,7.2,0.53,0.026,130.0,1
62.0,4.0,3.5,11.84,0.176,76.8,1
21.4,4.3,73.8,29.35,0.212,241.1,0
30.7,10.8,39.9,22.36,0.118,150.8,0
103.0,4.7,0.0,5.01,0.122,139.6,1
64.0,2.4,36.0,2.38,0.169,199.0,1
0.0,22.1,33.4,21.12,0.227,163.4,0
68.6,4.6,3.1,15.22,0.225,114.6,1
54.0,6.7,46.5,14.71,0.12,167.4,0
62.1,7.8,0.0,10.01,0.065,159.0,1
50.9,16.2,49.5,15.63,0.108,165.2,0
46.6,7.3,40.7,28.17,0.107,155.9,0
128.7,6.0,8.2,4.5,0.126,105.0,1
33.0,21.2,12.0,27.26,0.139,122.9,0
40.5,17.0,33.4,0.0,0.115,125.1,0
45.5,6.4,9.8,8.18,0.116,131.6,1
122.1,8.5,4.9,9.92,0.264,139.4,1
5.7,13.5,15.1,2.17,0.09,66.2,0
46.4,16.7,45.9,35.96,0.078,130.4,0
89.3,5.9,86.0,42.02,0.186,151.7,2
37.8,16.0,27.1,9.35,0.0,160.5,0
30.6,8.9,49.1,6.56,0.088,155.7,0
13.8,22.6,30.2,14.51,0.179,167.7,0
79.0,6.6,12.8,5.46,0.136,100.6,1
11.2,17.7,27.9,25.41,0.11,190.8,0
36.4,27.4,33.7,18.15,0.094,115.5,0
68.2,14.6,30.7,19.97,0.107,131.0,0
3.9,16.2,19.6,9.11,0.139,195.9,0
5.0,0.4,10.0,29.05,0.205,202.6,0
5.6,19.0,47.3,23.24,0.187,101.2,0
59.8,3.6,12.6,6.44,0.092,203.6,1
89.2,6.8,23.3,12.02,0.129,108.1,1
36.5,8.4,59.8,46.27,0.252,204.9,2
14.7,9.7,93.1,51.66,0.102,187.0,2
43.2,0.9,10.3,9.38,0.12,151.2,1
2.9,5.7,32.0,11.31,0.238,108.2,0
57.7,5.9,26.4,22.81,0.118,213.3,0
42.8,15.9,64.3,43.1,0.224,95.5,0
46.9,7.9,12.4,16.88,0.203,156.3,1
57.9,2.2,1.7,14.22,0.147,130.7,1
103.0,4.5,68.9,28.22,0.219,158.5,2
30.6,20.5,27.1,5.25,0.113,78.2,1
12.3,17.5,18.1,11.04,0.135,62.6,1
50.3,30.9,36.3,17.64,0.153,213.4,0
15.0,0.8,2.6,19.79,0.138,157.2,0
98.4,1.7,100.0,27.07,0.176,159.5,2
40.0,8.1,11.0,9.04,0.094,152.2,1
37.2,15.9,41.2,33.64,0.113,118.2,0
49.9,5.2,27.8,8.61,0.147,149.8,1
74.6,2.6,21.2,9.54,0.16,122.7,1
54.1,10.6,42.1,19.4,0.15,143.1,0
75.6,0.0,1.4,3.96,0.097,158.2,1
30.6,1.5,10.0,5.61,0.152,87.7,0
20.2,28.6,42.3,0.0,0.196,184.1,0
59.7,0.7,35.9,5.77,0.162,104.8,1
69.4,3.8,12.5,17.55,0.065,76.8,1
31.0,22.1,26.0,43.19,0.062,246.0,0
44.7,13.1,21.7,28.02,0.16,190.3,0
57.5,6.1,41.9,21.54,0.173,153.4,0
43.1,3.0,0.2,6.8,0.124,127.0,1
109.6,1.7,11.0,13.37,0.11,179.5,1
41.8,21.4,58.9,35.61,0.149,146.6,0
93.5,8.0,16.5,6.5,0.062,103.5,1
47.4,0.0,1.5,1.57,0.147,208.9,1
39.1,19.4,70.4,28.38,0.052,59.7,0
82.9,4.0,15.4,3.67,0.099,139.9,1
15.3,20.6,14.1,25.91,0.192,105.5,0
99.5,7.0,8.4,10.83,0.117,149.8,2
95.1,2.5,26.1,6.79,0.106,175.8,1
0.0,12.4,9.7,9.22,0.16,103.6,0
36.8,5.5,23.5,24.07,0.115,204.5,0
55.4,13.5,18.1,7.46,0.149,174.5,0
71.2,6.2,6.5,11.65,0.085,113.2,1
27.7,15.8,0.0,9.08,0.141,145.1,1
17.9,11.8,23.0,9.75,0.113,119.9,0
31.5,6.1,28.0,10.43,0.119,204.2,0
64.8,9.0,15.9,14.1,0.131,132.4,1
14.5,9.7,35.9,11.55,0.127,100.7,1
76.9,2.0,20.7,12.74,0.144,149.6,1
80.2,3.2,21.2,13.29,0.191,227.8,1
66.7,1.1,3.9,7.77,0.14,159.8,1
115.0,7.4,0.0,2.06,0.144,119.7,1
39.3,6.9,33.0,10.5,0.172,229.0,0
67.9,2.8,0.6,6.34,0.192,85.4,1
30.5,17.5,8.4,22.56,0.143,148.2,0
53.6,8.2,51.7,27.29,0.23,170.5,0
45.8,19.2,36.4,13.59,0.11,126.1,0
54.9,1.7,15.8,14.95,0.189,139.7,1
17.0,2.9,38.0,23.64,0.114,113.8,0
66.6,1.6,31.1,6.51,0.136,135.3,1
25.0,11.2,59.1,37.28,0.075,139.9,0
40.2,24.6,37.8,38.04,0.17,145.3,0
20.9,17.9,40.3,14.95,0.15,214.0,0
7.4,16.7,33.6,15.4,0.136,90.5,0
39.4,5.8,27.2,13.68,0.213,184.4,1
26.7,10.6,16.1,11.06,0.23,132.7,0
28.7,7.8,38.9,15.69,0.153,130.5,0
21.9,14.3,29.0,18.19,0.145,134.8,0
57.9,5.5,41.2,21.57,0.1,111.7,0
15.8,2.0,17.0,7.56,0.113,136.6,1
0.0,6.8,30.3,17.26,0.12,128.0,0
69.6,5.0,24.4,0.0,0.123,153.1,1
70.0,7.0,23.3,24.77,0.152,134.2,0
58.8,7.7,8.2,17.29,0.111,128.5,1
13.3,6.0,27.1,12.94,0.204,221.8,1
28.7,10.6,5.5,11.2,0.158,125.1,0
42.6,13.0,6.7,3.24,0.143,9.9,1
22.8,0.0,15.4,5.43,0.198,179.9,1
91.3,5.8,3.9,13.7,0.1,128.1,0
42.6,3.6,45.7,23.29,0.088,119.6,0
40.8,2.8,6.2,8.57,0.147,149.3,1
25.9,15.0,14.2,6.05,0.228,151.9,1
71.8,3.2,6.6,12.19,0.112,107.1,1
48.7,1.0,20.3,4.0,0.141,233.5,0
42.5,11.9,42.3,19.14,0.132,178.6,0
60.3,5.7,19.3,9.82,0.132,261.4,1
20.1,24.2,33.5,33.99,0.162,63.5,0
72.6,7.9,25.3,11.54,0.19,84.2,1
59.1,15.5,84.2,77.41,0.235,169.9,2
23.5,20.7,38.5,15.2,0.175,116.0,0
54.1,10.7,36.4,40.02,0.163,143.8,0
99.9,2.8,16.1,8.86,0.06,124.0,1
100.3,2.5,8.8,8.52,0.261,172.9,1
69.8,0.0,28.7,15.8,0.175,8.1,1
57.4,3.4,6.3,14.0,0.165,90.9,1
19.9,16.7,47.9,17.34,0.067,229.1,0
61.9,4.0,17.7,11.77,0.174,122.5,1
39.6,13.4,40.6,46.33,0.146,180.4,0
22.7,15.4,22.5,16.48,0.104,189.2,0
3.5,17.6,15.9,23.13,0.169,191.4,0
60.7,4.4,10.5,20.38,0.167,230.6,0
56.3,0.0,76.8,75.08,0.153,122.0,2
105.3,5.6,100.0,73.62,0.252,253.9,2
30.0,21.1,40.1,25.65,0.114,147.8,0
18.7,2.8,8.5,7.4,0.119,162.4,1
8.2,18.5,48.2,15.85,0.167,111.2,0
51.0,3.4,28.8,10.94,0.083,136.1,0
25.5,13.3,35.7,13.01,0.119,165.9,0
28.9,13.6,17.8,28.36,0.204,144.6,0
50.3,4.2,1.9,9.18,0.144,155.2,1
17.2,15.9,39.0,10.95,0.172,141.3,1
33.1,7.9,48.0,32.37,0.152,165.6,0
19.0,25.6,34.7,27.23,0.188,169.8,0
23.7,13.6,25.6,1.96,0.225,163.9,1
49.9,1.2,38.6,28.33,0.2,168.4,0
32.4,6.1,13.9,0.0,0.155,95.5,0
37.9,31.7,21.1,19.52,0.237,133.0,0
27.4,8.4,31.8,14.57,0.154,205.4,1
31.2,1.0,21.0,11.63,0.101,154.9,1
31.5,21.3,50.2,19.62,0.183,137.8,0
66.1,4.1,1.0,16.68,0.164,214.2,1
32.8,0.0,49.5,23.66,0.111,186.3,0
0.0,13.3,17.6,11.59,0.216,168.9,0
103.4,1.1,17.0,9.34,0.119,148.7,0
75.9,7.0,17.2,20.95,0.21,195.3,1
35.9,1.9,2.5,5.95,0.124,108.8,1
28.6,8.7,9.8,13.04,0.22,123.8,1
64.7,2.8,20.6,39.09,0.11,129.2,0
25.1,10.2,63.1,23.4,0.142,141.6,0
56.9,9.2,10.3,30.14,0.158,111.6,0
80.4,6.6,13.3,12.02,0.203,187.4,1
60.7,2.6,13.4,17.96,0.199,120.0,1
74.8,2.9,33.3,1.83,0.114,152.5,1
26.4,5.5,11.5,7.47,0.145,157.7,1
42.5,6.0,22.0,8.14,0.187,95.4,1
36.2,33.1,25.2,20.61,0.15,230.0,0
71.0,2.4,17.2,12.67,0.153,203.9,2
53.7,2.7,22.8,16.89,0.085,177.9,1
41.3,9.5,1.1,30.38,0.174,153.3,0
38.6,11.7,30.6,18.37,0.165,187.6,0
30.5,3.7,35.7,27.73,0.235,51.5,0
24.4,23.9,19.6,20.11,0.184,148.3,0
13.4,21.0,32.4,16.63,0.155,164.1,0
36.7,12.9,19.3,15.73,0.127,138.6,1
37.5,17.6,45.3,0.0,0.124,174.9,0
54.0,0.0,22.2,10.84,0.138,94.5,1
56.2,0.9,20.3,15.73,0.098,131.6,1
22.7,0.0,85.4,39.4,0.233,200.8,2
27.5,11.1,7.5,12.62,0.188,147.2,0
68.0,2.9,6.4,7.62,0.189,178.1,1
67.6,4.6,11.7,11.82,0.128,45.9,1
36.7,8.2,4.3,13.93,0.143,146.0,1
34.0,35.9,37.2,16.71,0.205,131.2,2
25.4,0.0,69.9,39.04,0.169,122.2,1
30.8,32.7,53.8,4.45,0.14,196.8,0
22.9,8.7,12.1,9.39,0.176,89.8,1
22.6,9.9,67.0,33.36,0.175,185.3,2
42.8,1.4,16.2,8.91,0.132,130.6,1
23.4,7.0,77.9,61.32,0.136,153.5,2
73.0,3.5,18.0,18.31,0.2,196.3,1
58.5,2.6,9.0,5.52,0.271,155.8,1
37.8,21.4,60.6,15.39,0.156,184.3,0
32.4,16.4,31.2,13.9,0.147,185.1,0
62.9,7.7,34.1,10.02,0.177,68.9,1
57.6,9.5,7.3,12.34,0.145,193.4,1
46.5,3.5,17.4,4.06,0.112,116.7,1
48.5,15.0,41.5,6.53,0.173,143.6,0
55.4,12.2,30.9,14.88,0.164,87.8,0
52.3,6.8,0.0,10.94,0.139,104.9,1
57.1,0.0,20.1,2.98,0.196,160.6,1
16.7,25.6,21.2,25.29,0.123,112.1,2
31.5,18.0,43.3,8.71,0.208,210.6,0
46.8,1.0,7.5,11.72,0.115,130.5,1
43.8,1.5,10.2,10.87,0.106,145.6,1
24.7,8.1,40.8,32.66,0.175,163.5,0
9.9,20.9,22.3,27.93,0.138,111.5,0
56.3,7.1,24.5,12.31,0.157,109.2,1
34.7,9.3,60.1,13.79,0.205,152.2,0
42.2,0.0,21.1,7.33,0.146,94.4,1
86.9,6.2,13.2,0.0,0.166,124.1,1
69.1,21.5,14.5,12.55,0.121,211.8,0
34.7,5.7,55.1,18.22,0.111,158.1,0
58.8,20.4,27.0,22.36,0.096,247.4,0
132.9,1.7,4.0,3.43,0.08,174.1,1
59.1,0.0,23.9,16.84,0.171,142.9,2
23.1,25.7,37.1,27.15,0.164,154.4,0
44.5,15.7,30.6,20.86,0.226,102.9,0
76.1,5.1,12.0,12.26,0.128,148.1,1
21.3,19.2,49.3,24.1,0.157,156.6,0
128.2,5.3,25.3,18.93,0.14,98.3,1
21.6,19.3,11.8,21.8,0.094,179.3,0
82.8,4.5,100.0,57.95,0.171,83.5,2
3.7,10.1,13.4,21.57,0.081,163.9,0
33.4,16.0,35.4,0.66,0.132,200.9,0
65.0,0.6,60.4,36.06,0.193,119.3,2
4.0,25.4,32.1,16.09,0.202,181.6,0
41.1,20.9,17.1,44.36,0.038,122.3,0
85.0,2.8,24.7,18.56,0.198,245.7,1
0.0,10.9,0.0,0.0,0.093,115.5,2
35.5,3.4,19.3,16.84,0.154,156.9,0
28.2,12.2,44.4,8.88,0.109,137.8,0
73.6,8.5,29.5,31.2,0.127,156.2,0
4.2,27.2,45.6,33.18,0.053,157.2,0
33.8,19.6,53.2,17.75,0.157,152.3,0
37.3,14.6,28.6,10.38,0.208,80.8,0
45.3,6.2,14.3,15.9,0.094,84.8,1
45.6,0.0,16.5,7.74,0.113,206.4,1
18.2,9.8,28.7,18.52,0.109,127.8,0
26.7,15.8,10.5,17.08,0.173,106.8,1
99.6,6.7,22.6,16.32,0.124,171.0,1
104.9,4.7,6.9,18.56,0.155,189.9,1
14.1,2.7,16.4,29.07,0.099,212.9,0
68.4,0.0,2.7,12.3,0.193,144.1,0
22.3,6.1,53.0,23.52,0.143,114.8,0
17.1,10.0,22.9,7.47,0.233,166.3,0
39.0,15.0,29.6,17.08,0.062,79.3,0
74.6,0.0,83.5,56.77,0.182,192.9,2
0.8,10.9,7.2,6.88,0.155,101.9,1
42.5,21.0,73.3,8.9,0.154,185.5,0
13.0,0.0,78.1,86.89,0.178,117.2,2
9.5,8.6,22.4,7.59,0.13,151.0,0
93.2,5.3,90.4,31.35,0.077,160.8,2
15.6,12.1,31.2,8.67,0.206,196.8,1
52.4,6.0,14.6,15.73,0.206,161.6,1
109.0,0.0,4.2,11.64,0.184,153.0,1
48.3,16.5,39.2,3.28,0.243,181.4,0
16.7,9.5,40.0,28.34,0.09,139.0,0
25.4,27.6,54.2,17.76,0.25,118.4,0
68.6,6.0,19.2,37.69,0.255,194.1,0
60.7,8.4,9.0,11.13,0.14,197.0,1
41.6,16.9,62.8,38.47,0.206,189.9,0
11.8,22.1,10.1,21.39,0.061,169.9,0
96.2,0.0,97.8,87.92,0.219,168.9,2
41.0,0.0,50.9,31.9,0.178,66.7,0
51.3,7.8,33.1,33.89,0.139,178.0,0
60.5,4.7,97.9,50.0,0.27,182.0,2
32.0,28.0,37.9,14.14,0.048,150.2,0
77.5,3.4,7.8,1.78,0.174,209.1,1
22.9,17.0,1.6,21.13,0.081,160.7,0
129.0,4.0,29.6,0.0,0.165,106.3,1
0.1,26.9,32.6,17.63,0.161,204.8,0
21.9,28.1,13.6,20.5,0.219,154.4,0
48.0,1.6,17.3,1.82,0.036,136.0,1
20.1,3.8,64.7,65.94,0.193,131.8,2
62.5,1.7,15.7,10.78,0.147,225.3,1
60.2,21.0,58.9,17.08,0.077,72.4,0
20.2,13.4,43.1,27.51,0.13,75.1,0
41.1,12.1,10.5,28.06,0.235,178.7,0
35.2,0.6,76.4,41.99,0.238,189.4,2
63.4,0.4,48.8,10.17,0.159,97.6,0
53.5,4.0,15.6,0.0,0.139,126.3,1
81.4,2.5,91.8,36.18,0.178,201.1,2
46.4,3.7,27.8,14.77,0.095,37.4,1
61.2,5.1,23.7,24.66,0.124,151.3,0
23.9,25.8,54.9,9.46,0.188,139.0,0
31.9,32.4,50.7,23.51,0.194,84.3,0
45.8,15.4,35.6,14.92,0.053,130.2,0
37.3,17.7,26.3,28.72,0.057,168.8,0
44.9,8.8,48.7,19.48,0.2,238.2,0
39.9,1.8,24.0,12.45,0.157,138.3,1
39.9,10.2,20.0,15.25,0.147,193.7,1
33.1,4.4,19.1,7.76,0.142,166.1,1
55.7,5.8,19.6,14.28,0.043,193.4,0
49.3,5.3,26.0,30.98,0.192,143.2,0
27.8,2.7,32.0,31.29,0.192,206.6,0
86.6,7.5,69.0,33.95,0.125,194.5,2
15.5,10.8,50.8,30.57,0.095,180.9,0
9.4,29.7,23.3,8.19,0.183,108.7,0
62.7,0.4,4.7,13.71,0.196,153.2,1
41.4,37.5,39.3,4.19,0.116,157.4,2
54.1,5.8,84.1,41.52,0.052,135.4,2
35.4,1.5,25.0,9.59,0.16,135.6,1
35.9,7.5,18.8,32.61,0.187,128.7,0
92.2,0.7,17.4,13.42,0.222,177.2,1
84.6,9.4,16.4,16.07,0.124,189.6,1
70.2,7.4,37.6,15.4,0.197,117.6,0
41.7,12.5,89.0,55.12,0.153,113.3,2
79.2,9.9,57.6,58.14,0.114,166.1,2
23.2,25.1,32.7,29.43,0.24,171.7,0
51.6,4.9,100.0,24.79,0.063,83.5,2
16.8,7.9,33.6,11.71,0.102,131.6,0
52.2,0.6,22.0,13.63,0.161,134.3,1
30.1,28.2,40.8,36.64,0.078,122.6,0
43.4,14.7,28.9,4.81,0.148,166.6,0
34.2,18.1,27.4,17.3,0.184,166.7,0
30.1,13.9,34.6,29.92,0.174,154.7,0
84.2,0.0,100.0,80.44,0.19,138.2,2
34.7,8.1,35.6,20.73,0.235,87.2,0
24.4,7.5,37.5,32.54,0.106,180.1,0
10.0,36.5,28.3,21.52,0.157,133.8,0
43.2,10.2,0.0,21.89,0.109,176.0,1
32.1,23.8,31.9,28.64,0.18,130.2,0
55.1,5.1,7.2,14.67,0.101,159.7,1
62.5,4.4,12.9,8.09,0.159,200.8,1
76.4,3.5,13.8,7.66,0.214,154.1,1
58.9,2.2,42.6,11.23,0.155,237.9,0
65.5,6.9,3.2,35.01,0.143,162.7,0
23.3,17.4,31.3,32.13,0.112,154.7,0
39.8,12.7,22.5,15.78,0.082,73.1,0
70.2,2.6,9.5,6.26,0.19,109.1,1
95.9,2.3,69.3,61.77,0.169,245.4,2
0.2,12.0,22.5,18.16,0.15,104.0,0
76.6,2.2,0.0,18.34,0.223,124.6,1
64.1,10.5,22.1,5.34,0.053,159.1,1
21.6,1.0,82.7,48.41,0.207,204.0,2
44.8,25.6,48.4,19.51,0.128,171.7,0
55.9,3.0,71.2,36.77,0.156,165.2,2
79.9,2.7,90.8,53.61,0.126,115.2,2
91.0,6.6,26.1,10.63,0.105,135.4,1
29.0,0.0,25.6,5.92,0.205,165.2,1
47.5,5.4,25.5,6.61,0.108,97.9,1
34.7,17.9,36.3,11.72,0.129,110.0,0
47.8,21.2,26.5,4.55,0.21,158.9,0
92.4,1.0,23.9,9.27,0.194,175.8,1
42.0,2.4,16.4,8.68,0.181,131.5,1
18.9,10.9,100.0,44.58,0.259,138.1,2
73.8,3.4,19.0,15.97,0.149,136.7,1
67.4,5.1,67.0,48.77,0.076,182.5,2
35.6,0.3,21.1,7.48,0.142,141.3,1
31.6,6.4,0.0,14.47,0.162,123.9,1
63.2,15.2,20.8,15.45,0.118,175.3,0
44.5,10.9,9.0,26.63,0.226,90.6,0
2.7,7.5,49.3,14.39,0.153,127.7,0
25.7,7.7,45.8,12.23,0.179,166.1,0
31.5,1.8,39.6,27.67,0.113,132.0,0
0.0,14.1,42.4,39.76,0.282,148.0,0
109.3,9.3,14.6,9.81,0.111,219.6,1
21.5,2.8,0.9,13.48,0.175,109.2,1
24.9,4.9,93.8,65.54,0.125,173.0,2
17.3,10.8,30.1,29.11,0.124,172.5,0
97.3,8.3,23.1,6.87,0.25,174.0,1
25.5,21.1,41.7,23.94,0.142,113.9,0
43.8,0.0,37.9,5.88,0.124,100.3,1
85.1,6.3,28.1,12.7,0.142,139.0,1
31.4,0.0,8.2,18.11,0.223,132.4,1
62.3,8.9,73.5,54.11,0.133,146.2,2
70.9,0.1,8.2,11.19,0.163,126.3,1
53.9,3.8,7.3,11.13,0.102,188.0,1
35.3,2.1,18.4,3.58,0.1,91.4,1
90.4,8.0,44.7,28.63,0.135,189.5,0
22.4,11.9,12.0,21.64,0.192,146.9,0
36.2,3.1,71.0,59.13,0.163,182.1,2
94.2,8.1,86.0,30.15,0.125,133.6,2
58.2,6.1,25.1,2.13,0.191,268.7,1
28.1,8.6,11.4,31.05,0.175,93.5,0
19.1,15.4,36.4,31.09,0.179,92.7,0
34.8,0.0,14.1,16.01,0.098,96.5,0
72.7,3.6,15.6,11.93,0.155,127.3,1
13.8,17.7,24.5,9.5,0.094,158.3,0
13.2,6.1,94.9,42.58,0.059,163.5,2
19.9,23.8,34.7,21.67,0.08,139.1,0
47.5,3.9,28.6,14.29,0.151,173.1,1
14.3,27.0,45.2,31.23,0.128,146.9,0
30.0,3.5,35.2,6.59,0.1,170.9,0
76.0,9.8,0.0,18.42,0.231,138.8,1
88.6,5.3,9.9,10.0,0.037,124.7,1
71.5,1.4,69.4,0.0,0.171,58.7,2
28.1,9.8,49.3,21.86,0.16,235.1,0
7.6,13.6,28.2,8.86,0.162,189.9,0
10.2,23.5,63.6,21.03,0.117,85.4,0
31.8,24.2,36.7,18.36,0.238,190.5,0
21.0,17.2,33.7,24.68,0.217,130.4,1
5.1,10.7,8.7,9.71,0.101,123.0,0
34.3,27.8,10.3,28.51,0.16,103.1,0
62.2,1.7,0.1,5.2,0.193,156.7,1
30.0,20.2,26.0,28.34,0.13,147.8,0
37.3,6.0,33.4,18.06,0.123,142.3,0
47.1,2.2,32.2,17.58,0.259,222.2,0
78.0,3.3,19.4,15.77,0.105,163.6,1
25.8,17.0,27.3,2.1,0.229,193.1,0
103.8,7.1,86.4,54.21,0.205,166.9,2
37.1,13.0,19.3,4.53,0.105,186.1,1
55.9,22.7,30.7,16.16,0.147,214.0,0
62.9,10.8,30.2,15.19,0.116,140.7,0
45.5,16.1,22.9,31.12,0.104,173.8,0
16.1,2.4,25.3,25.49,0.123,220.3,0
10.7,6.4,50.6,24.96,0.17,175.3,0
0.0,17.7,67.1,20.69,0.167,164.5,0
17.2,23.8,50.7,26.17,0.157,183.7,0
51.6,4.7,20.1,8.59,0.084,85.9,1
34.5,26.6,36.4,4.7,0.142,145.3,0
21.6,11.5,51.2,24.76,0.178,122.9,0
75.2,6.6,31.6,9.16,0.194,95.9,1
18.7,0.2,14.3,11.6,0.143,140.8,1
52.9,6.9,41.0,21.16,0.111,134.3,0
48.5,15.8,37.8,27.76,0.171,200.5,0
65.5,5.7,2.3,7.24,0.112,140.9,1
