Throttle_Spike,Brake_Usage,Energy_Consumption,Regen_Efficiency,Jerk,Label_Driver
14.2,12.3,141.2,0.26,0.5,0
24.2,18.8,171.2,0.18,0.21,0
18.9,13.8,125.7,0.24,0.43,0
19.5,10.0,100.3,0.06,0.54,0
18.6,4.5,123.4,0.22,0.09,0
14.1,13.8,124.8,0.23,0.28,0
13.7,8.4,101.7,0.24,0.58,1
41.0,56.8,284.6,0.07,5.31,1
22.6,10.1,129.1,0.22,0.51,0
18.7,13.2,160.6,0.24,0.45,0
47.1,72.8,241.6,0.11,2.82,1
15.2,11.4,140.1,0.15,0.47,0
79.9,51.0,216.8,0.1,2.72,0
15.6,9.9,140.6,0.22,0.46,0
51.8,14.0,195.6,0.08,4.17,1
20.1,3.0,187.4,0.28,0.54,0
12.0,10.7,137.7,0.29,0.41,0
16.9,19.3,127.8,0.29,0.24,0
27.6,61.2,161.5,0.14,2.17,1
55.9,37.7,232.1,0.13,3.42,0
13.4,10.1,167.4,0.22,0.38,0
18.7,8.1,192.7,0.2,0.32,0
21.3,4.0,157.6,0.28,0.68,0
40.2,46.1,212.1,0.18,2.9,1
13.3,3.7,129.5,0.3,0.42,1
15.7,14.6,151.2,0.28,0.53,0
56.5,32.6,273.2,0.08,1.45,0
56.5,24.2,198.1,0.1,4.0,0
13.7,7.3,138.1,0.28,0.66,1
10.1,10.0,148.6,0.18,0.65,0
16.8,4.7,130.3,0.3,0.5,0
14.2,7.8,152.6,0.3,0.69,1
22.6,2.3,143.2,0.25,0.65,0
18.9,5.8,123.3,0.27,0.63,0
8.8,17.6,146.7,0.26,0.82,0
66.0,44.2,216.8,0.13,2.2,1
91.4,28.9,225.1,0.01,4.0,1
23.6,0.0,141.8,0.16,0.72,0
13.1,4.2,151.3,0.25,0.57,0
14.4,10.3,145.3,0.25,0.86,0
43.3,33.6,178.6,0.11,3.11,1
19.7,9.1,150.3,0.25,0.46,0
19.1,9.8,167.3,0.28,0.41,0
72.4,41.5,160.2,0.05,2.18,1
18.8,3.2,158.6,0.26,0.55,0
36.5,47.5,187.6,0.13,3.45,1
65.2,13.4,174.3,0.18,3.09,1
14.0,3.0,147.8,0.29,0.64,0
21.6,16.1,147.3,0.25,0.6,0
81.8,17.3,194.5,0.18,3.2,1
6.4,16.7,164.9,0.22,0.37,0
44.2,31.3,197.5,0.12,3.49,1
37.1,45.3,218.1,0.14,3.02,1
7.8,9.4,113.2,0.27,0.5,0
52.3,48.9,274.5,0.19,2.81,1
13.0,10.6,153.0,0.24,0.49,0
17.4,4.9,154.0,0.22,0.57,0
19.5,7.1,166.8,0.27,0.37,0
15.5,10.5,152.7,0.2,0.23,0
18.6,7.8,132.1,0.34,0.47,0
14.4,13.1,128.3,0.17,0.38,0
55.1,27.8,201.9,0.09,2.73,1
16.1,15.7,126.3,0.28,0.66,0
19.4,10.7,151.3,0.17,0.78,0
14.4,15.1,121.1,0.26,0.4,0
16.7,16.3,110.2,0.2,0.16,0
17.4,5.1,111.7,0.25,0.51,0
7.9,0.0,115.8,0.3,0.64,0
10.6,7.0,126.5,0.21,0.46,0
63.5,42.8,268.7,0.16,3.62,1
13.7,7.9,132.8,0.24,0.6,0
12.2,10.6,139.8,0.27,0.4,0
16.9,9.4,134.0,0.16,0.57,1
21.9,7.8,146.4,0.27,0.35,0
63.2,81.4,219.7,0.12,1.88,1
66.7,48.0,234.2,0.08,4.12,1
20.3,11.7,150.2,0.3,0.68,0
46.0,47.3,246.6,0.13,1.93,1
24.1,13.9,156.2,0.34,0.38,0
38.2,31.7,207.6,0.11,3.41,1
14.2,11.7,168.9,0.18,0.5,0
81.9,44.9,219.4,0.09,3.73,1
53.8,49.2,235.0,0.13,3.49,0
30.5,35.4,228.0,0.1,3.27,1
22.2,15.9,133.9,0.31,1.0,0
16.7,10.4,164.0,0.29,0.4,0
2.4,11.5,170.6,0.33,0.53,0
16.6,23.8,95.8,0.18,0.34,0
14.0,9.1,142.0,0.22,0.21,0
10.9,18.0,130.4,0.26,0.65,0
68.9,50.5,233.7,0.02,1.72,1
13.6,13.6,116.0,0.22,0.38,0
63.0,25.8,269.2,0.04,3.12,1
7.9,9.2,151.2,0.21,0.4,0
5.6,9.6,146.7,0.26,0.71,0
12.6,12.7,113.5,0.27,0.61,0
23.3,10.3,169.1,0.25,0.48,1
13.1,18.9,106.8,0.23,0.49,0
16.5,10.4,127.3,0.3,0.64,0
19.5,3.3,162.0,0.31,0.62,0
17.2,11.5,162.5,0.17,0.37,0
57.3,49.9,243.3,0.08,0.35,1
56.5,45.7,201.3,0.08,2.88,1
62.3,28.1,245.9,0.07,2.59,1
11.6,11.2,158.7,0.28,0.08,0
44.7,58.5,186.6,0.0,1.61,0
20.6,15.5,109.2,0.27,0.32,0
70.3,34.2,203.5,0.08,2.79,1
70.8,39.4,215.6,0.14,1.04,1
71.0,43.0,203.2,0.11,3.07,0
39.1,37.7,183.1,0.17,2.23,1
33.1,43.7,182.7,0.04,2.54,1
11.4,6.1,128.8,0.27,0.43,0
57.2,54.7,226.2,0.1,2.3,1
21.4,8.7,128.1,0.25,0.63,0
13.7,9.6,147.6,0.26,0.59,0
82.9,52.9,257.6,0.1,1.86,1
66.8,19.8,197.9,0.1,3.25,1
15.6,8.8,166.7,0.29,0.39,0
13.5,14.0,140.0,0.21,0.5,0
16.2,13.6,167.8,0.3,0.28,0
13.1,11.7,131.4,0.23,0.32,0
69.0,47.4,261.4,0.21,2.91,1
17.1,4.6,157.4,0.15,0.61,0
51.5,40.3,236.8,0.08,3.46,1
11.7,17.2,156.2,0.24,0.36,0
47.2,21.4,207.6,0.11,2.16,1
10.5,11.5,136.2,0.22,0.72,0
16.4,13.2,167.7,0.24,0.63,0
42.5,40.0,200.8,0.15,1.59,1
9.5,12.8,154.2,0.24,0.53,1
64.8,11.4,212.2,0.05,3.1,1
5.5,7.3,104.3,0.24,0.49,0
9.8,13.2,135.6,0.24,0.55,0
18.4,11.4,130.2,0.24,0.61,0
14.2,0.0,158.9,0.24,0.69,0
13.4,1.8,122.5,0.34,0.64,0
9.1,10.4,178.3,0.25,0.5,0
12.2,8.2,148.5,0.33,0.57,0
35.9,37.1,219.9,0.03,2.71,1
11.2,8.8,152.4,0.26,0.62,0
18.6,5.8,146.8,0.24,0.55,0
9.2,4.1,124.0,0.21,0.2,0
68.8,42.8,190.8,0.12,1.62,1
18.8,12.7,119.8,0.18,0.31,0
61.3,42.6,211.5,0.12,1.59,1
60.5,39.5,148.2,0.21,1.16,1
14.5,8.9,135.3,0.19,0.67,0
11.1,6.4,119.3,0.25,0.5,0
24.7,9.3,135.6,0.25,0.4,0
12.9,7.4,154.6,0.2,0.6,1
9.0,13.3,165.2,0.32,0.32,0
16.3,14.4,133.8,0.24,0.18,0
8.4,18.4,129.1,0.27,0.58,0
62.0,81.5,152.6,0.06,2.59,1
15.0,8.3,133.9,0.33,0.56,0
4.3,9.7,134.8,0.3,0.6,0
73.4,47.3,174.2,0.05,2.33,1
86.2,48.2,261.3,0.1,2.04,1
7.7,7.8,154.0,0.3,0.62,0
7.4,7.2,101.3,0.27,0.82,0
64.0,42.8,291.4,0.18,2.18,1
91.9,50.7,267.9,0.13,4.11,1
98.9,36.2,207.9,0.07,1.29,1
14.2,13.4,143.0,0.26,0.58,0
19.4,8.5,148.9,0.29,0.28,0
77.5,36.3,266.9,0.1,2.54,1
14.2,8.2,140.8,0.21,0.41,0
58.2,33.8,210.0,0.03,0.37,1
16.7,15.8,159.7,0.27,0.54,1
22.9,11.2,173.0,0.17,0.72,0
8.4,2.3,145.3,0.31,0.27,0
53.1,50.3,179.3,0.2,3.31,1
53.5,41.7,265.2,0.07,3.87,0
50.9,30.6,302.8,0.13,0.39,1
19.8,9.6,115.2,0.23,0.68,0
7.4,15.0,132.6,0.24,0.53,0
14.1,8.5,114.1,0.26,0.43,0
23.6,11.8,136.7,0.21,0.37,0
14.2,15.6,128.3,0.26,1.05,0
44.7,29.7,203.2,0.19,3.95,0
43.7,30.2,214.5,0.09,3.11,1
79.9,24.9,259.3,0.08,4.13,1
52.6,45.1,275.9,0.03,4.36,1
25.2,11.9,112.1,0.27,0.32,0
10.0,1.4,149.6,0.23,0.7,0
14.0,9.2,172.7,0.32,0.28,0
28.0,9.0,120.6,0.3,0.46,0
8.8,6.1,123.2,0.25,0.58,0
17.6,10.4,126.3,0.16,0.66,0
69.3,28.8,301.6,0.07,2.89,1
17.6,2.1,124.8,0.22,0.39,0
8.5,0.0,164.8,0.25,0.19,0
59.3,37.2,221.2,0.11,1.64,1
34.3,41.4,246.0,0.14,0.89,1
7.0,13.6,130.7,0.26,0.73,0
13.8,7.6,137.9,0.23,0.64,0
13.1,11.6,152.7,0.3,0.47,0
24.1,9.5,153.3,0.22,0.21,0
40.2,18.5,225.9,0.15,0.87,1
63.8,61.1,247.1,0.15,2.38,1
23.9,17.0,130.1,0.27,0.38,0
9.0,10.8,116.4,0.29,0.63,0
16.8,9.6,123.1,0.25,0.86,0
10.4,7.6,138.6,0.19,0.41,0
22.2,11.5,139.6,0.33,0.3,0
51.6,40.3,177.8,0.06,2.36,1
64.8,35.9,227.6,0.07,1.96,1
11.9,5.3,171.7,0.25,0.25,0
21.2,9.1,176.6,0.24,0.52,0
6.2,8.7,106.0,0.32,0.63,1
50.1,32.4,216.8,0.08,2.55,1
29.1,34.2,236.3,0.05,2.08,1
9.7,7.4,175.6,0.33,0.72,0
6.2,8.8,142.6,0.36,0.43,0
11.1,30.4,139.7,0.14,1.28,1
15.0,16.6,172.0,0.32,0.25,0
74.6,44.1,246.5,0.08,1.95,1
33.0,47.0,239.4,0.1,3.34,1
16.2,5.0,146.6,0.33,0.53,0
12.1,15.1,129.4,0.22,0.06,0
21.1,11.0,126.2,0.22,0.41,0
20.3,0.0,112.1,0.31,0.35,0
10.2,8.6,172.0,0.27,0.86,0
54.5,34.6,196.6,0.05,1.65,1
52.9,22.4,253.0,0.12,3.25,1
90.2,55.1,193.5,0.15,0.0,1
39.7,43.2,196.4,0.09,2.03,1
13.6,12.6,150.0,0.21,0.65,0
15.4,10.6,132.9,0.22,0.4,0
20.6,5.0,144.8,0.22,0.88,0
12.0,9.3,147.2,0.26,0.58,0
18.3,17.1,142.8,0.24,0.59,0
25.9,7.7,128.5,0.23,0.89,0
12.1,9.2,161.1,0.28,1.0,1
17.0,4.0,128.4,0.21,0.21,0
12.6,0.3,128.8,0.22,0.59,0
19.6,14.9,148.6,0.2,0.84,0
64.9,32.8,263.9,0.14,2.3,1
17.5,9.8,128.0,0.33,0.63,0
41.4,88.2,218.5,0.12,1.03,1
11.2,8.2,129.3,0.24,0.35,0
11.1,11.2,164.5,0.2,0.34,0
44.4,32.3,176.4,0.07,3.25,1
16.2,47.9,248.4,0.07,2.06,1
13.8,17.5,129.9,0.32,0.01,1
65.5,48.2,221.6,0.1,2.85,1
17.7,2.8,137.3,0.28,0.52,0
96.5,30.1,230.1,0.04,0.83,1
70.2,39.2,252.4,0.17,0.08,1
65.6,32.6,225.6,0.16,3.47,1
22.0,3.4,125.2,0.2,0.8,0
14.1,5.4,163.6,0.27,0.49,0
15.8,20.3,172.6,0.19,0.86,1
16.1,5.3,164.7,0.26,0.96,0
39.6,39.2,237.1,0.01,0.59,1
73.7,33.6,241.6,0.06,3.55,1
55.0,40.7,181.2,0.09,2.68,1
15.3,12.2,106.7,0.24,0.33,0
73.5,42.3,179.5,0.1,1.61,1
70.6,61.3,215.2,0.11,2.72,1
74.1,47.3,212.3,0.02,2.88,1
16.9,10.6,136.7,0.31,0.6,0
12.1,16.3,127.2,0.27,0.29,0
24.5,4.2,256.9,0.13,1.18,1
18.0,12.8,174.4,0.26,0.75,0
52.1,19.8,234.3,0.05,3.21,1
14.0,5.9,156.4,0.23,0.43,0
8.7,13.7,132.1,0.2,0.68,0
59.5,38.6,183.3,0.1,2.43,1
40.9,72.2,167.9,0.08,3.69,1
87.3,34.6,238.0,0.05,2.72,1
16.2,19.9,123.5,0.27,0.56,0
13.8,9.3,206.4,0.21,0.65,0
45.7,65.2,169.0,0.14,2.13,1
17.2,12.0,161.5,0.22,0.77,0
82.5,66.0,223.6,0.16,2.07,1
78.4,36.7,190.1,0.16,1.38,1
15.5,0.0,157.1,0.24,0.56,0
48.1,51.3,194.5,0.16,3.35,1
1.3,18.2,168.4,0.24,0.66,0
20.0,10.2,88.4,0.3,0.27,0
16.2,5.9,129.0,0.29,0.69,0
38.4,39.3,240.6,0.1,1.4,1
66.3,37.7,241.4,0.08,3.12,1
16.7,0.0,131.4,0.25,0.39,0
40.1,83.1,211.6,0.0,3.57,1
47.3,75.0,170.7,0.12,3.46,1
26.8,23.6,205.6,0.08,3.85,1
37.5,22.7,232.2,0.15,3.34,1
39.8,53.1,194.8,0.08,2.94,1
14.5,11.7,133.4,0.23,0.56,0
17.3,16.3,140.4,0.28,0.19,0
16.1,4.8,163.4,0.32,0.59,0
31.3,7.1,199.6,0.21,0.86,0
21.8,8.3,140.8,0.22,0.51,0
78.9,79.7,167.1,0.2,1.28,1
55.1,43.4,227.1,0.13,3.09,1
19.8,9.6,145.9,0.22,0.81,0
12.2,11.6,161.7,0.21,0.25,0
12.9,8.4,128.0,0.26,0.22,1
69.8,32.4,169.9,0.02,3.25,1
13.3,5.5,167.9,0.26,0.4,0
52.1,24.0,291.1,0.07,0.0,0
21.2,8.7,163.3,0.29,0.63,0
51.5,51.8,239.5,0.11,1.42,1
18.7,17.2,169.2,0.26,0.76,0
12.6,15.4,108.5,0.27,0.18,0
40.9,35.3,154.7,0.22,1.76,1
20.3,9.6,140.6,0.2,0.24,0
11.8,2.1,184.4,0.27,0.62,0
25.5,9.5,167.5,0.31,0.64,0
56.2,39.9,223.6,0.18,4.57,1
11.5,5.0,109.2,0.27,0.06,0
18.6,15.9,191.5,0.22,1.13,0
66.5,34.2,174.4,0.09,1.73,1
63.4,51.4,196.1,0.11,1.82,1
9.0,3.6,124.5,0.18,0.4,0
73.1,25.4,283.4,0.12,2.13,1
11.0,13.1,137.6,0.23,0.34,0
9.7,2.9,123.0,0.28,0.44,0
21.2,4.4,137.4,0.24,0.79,0
77.8,36.4,293.6,0.16,3.96,1
53.1,11.9,241.0,0.2,3.59,1
6.6,14.2,167.0,0.13,0.26,0
14.1,10.8,118.6,0.27,0.16,0
87.3,44.7,197.8,0.11,1.09,1
11.9,6.2,143.3,0.27,0.59,0
59.5,28.6,173.2,0.03,2.32,1
81.7,27.4,163.7,0.14,3.03,1
12.4,7.8,130.2,0.18,0.54,0
46.3,19.1,278.5,0.08,2.69,1
19.5,11.8,114.9,0.2,0.44,0
12.5,10.1,125.0,0.25,0.6,0
17.6,3.5,146.6,0.27,0.21,0
78.7,64.8,191.6,0.06,0.0,1
20.3,21.5,164.9,0.24,0.45,0
70.3,19.8,234.8,0.07,1.9,1
18.2,10.4,130.5,0.27,0.58,0
16.9,10.0,90.7,0.28,0.49,0
69.6,39.9,261.3,0.11,3.19,1
56.1,30.1,183.6,0.05,4.06,1
31.9,53.6,183.1,0.03,3.47,1
8.9,9.5,154.8,0.31,0.67,0
13.7,18.9,137.7,0.25,0.25,0
12.3,6.9,137.4,0.22,0.52,0
18.1,10.4,121.9,0.34,0.55,0
16.7,7.3,168.8,0.26,0.57,0
51.7,68.9,191.6,0.09,4.01,1
59.3,23.8,172.4,0.07,2.89,1
94.8,38.0,180.9,0.18,2.03,1
14.3,15.6,133.4,0.19,0.46,0
51.3,20.5,257.6,0.11,3.32,1
69.7,54.5,246.6,0.15,2.55,1
14.8,1.9,177.3,0.14,0.36,0
14.5,5.3,151.0,0.14,0.38,0
13.0,10.2,128.6,0.23,0.48,0
15.4,7.5,166.0,0.26,0.8,0
61.4,31.8,258.0,0.09,2.11,1
14.7,12.8,190.4,0.18,0.54,1
60.7,23.7,205.1,0.14,2.38,1
16.5,14.2,148.8,0.2,0.17,0
61.1,17.6,203.0,0.15,2.98,1
17.8,12.5,146.2,0.18,0.4,0
46.2,13.1,220.0,0.13,2.74,1
15.8,6.4,148.7,0.3,0.43,0
47.9,30.7,225.2,0.07,1.95,1
5.5,11.1,111.6,0.26,0.69,0
18.6,6.2,137.8,0.23,0.21,0
18.6,5.2,141.1,0.2,0.36,1
63.6,30.1,246.8,0.11,4.34,1
12.6,8.5,122.3,0.27,0.36,0
7.1,8.5,108.7,0.2,0.62,0
36.0,36.1,190.5,0.07,2.97,1
76.0,37.9,241.8,0.06,3.23,1
19.6,7.8,135.2,0.29,0.33,1
17.9,16.9,156.2,0.24,0.49,0
81.0,48.3,206.0,0.09,1.67,1
50.5,16.9,222.0,0.17,2.11,1
9.8,12.2,152.0,0.22,1.06,0
15.6,13.6,135.8,0.26,0.61,0
81.3,28.0,173.8,0.09,2.25,1
64.2,47.2,177.8,0.08,3.46,1
9.8,6.0,116.8,0.3,0.86,0
19.8,13.0,149.4,0.29,0.48,0
19.0,9.1,144.6,0.2,0.52,0
16.3,11.1,143.5,0.23,0.66,0
14.9,4.2,155.0,0.18,0.62,0
67.4,46.0,232.4,0.13,4.4,1
11.3,12.3,120.2,0.22,0.53,0
26.4,26.0,279.1,0.12,3.37,1
71.7,65.8,199.8,0.18,2.27,1
19.3,13.8,131.6,0.25,0.51,0
58.8,80.0,262.4,0.13,2.18,1
10.7,10.0,143.8,0.21,0.55,0
45.9,48.4,244.6,0.16,3.24,1
77.6,23.1,231.5,0.19,3.84,1
12.2,10.4,130.2,0.24,0.44,0
16.9,6.6,127.9,0.26,0.62,0
24.6,5.2,138.1,0.13,0.26,0
73.7,55.3,244.0,0.02,3.15,1
12.1,16.3,125.8,0.29,0.72,0
14.9,14.4,144.0,0.16,0.56,1
71.8,14.3,247.0,0.15,2.45,1
13.3,18.5,176.9,0.31,0.0,0
61.8,39.0,223.5,0.01,1.91,1
51.0,51.6,257.7,0.13,3.34,1
73.3,42.9,220.4,0.09,3.04,1
17.6,5.6,150.1,0.17,0.55,0
20.0,8.5,151.8,0.24,0.64,1
81.9,50.8,247.3,0.18,4.43,1
29.7,5.2,180.1,0.28,0.54,0
102.9,17.4,159.7,0.12,0.68,1
33.1,6.9,139.5,0.27,0.33,0
67.1,33.7,227.6,0.14,3.89,1
16.0,10.3,141.3,0.29,0.67,0
72.8,39.9,257.1,0.06,1.2,1
67.0,18.2,266.6,0.11,3.01,1
17.2,5.5,110.2,0.29,0.47,0
50.1,5.9,251.1,0.12,0.68,1
58.2,65.9,201.3,0.15,2.78,1
23.2,15.0,155.5,0.28,0.67,0
13.9,2.6,166.2,0.14,0.52,1
18.8,2.7,107.6,0.11,0.93,0
13.1,2.5,105.1,0.24,0.11,0
40.1,42.1,239.2,0.08,2.48,1
20.7,7.4,143.8,0.24,0.43,0
67.9,51.3,254.3,0.1,0.87,1
18.3,14.3,129.6,0.21,0.53,0
15.8,15.9,165.7,0.3,0.46,1
13.3,3.7,136.3,0.21,0.64,1
43.2,27.0,203.5,0.01,3.24,1
15.9,13.5,121.0,0.29,0.95,0
50.0,33.6,290.8,0.16,1.84,1
77.5,20.0,246.0,0.11,3.19,1
54.7,34.4,218.3,0.07,3.59,1
69.1,50.9,292.9,0.09,2.14,1
47.5,20.6,172.4,0.13,1.94,1
8.5,13.6,139.6,0.18,0.17,0
13.9,12.2,146.2,0.28,0.72,0
24.9,4.6,131.6,0.14,0.48,0
5.4,20.6,154.5,0.2,0.54,0
17.3,12.6,119.5,0.23,0.77,0
3.4,0.0,130.6,0.17,0.54,0
9.0,14.0,151.1,0.32,0.24,0
11.9,8.2,145.3,0.2,0.48,1
15.3,17.5,141.8,0.21,0.51,0
62.9,17.7,216.0,0.07,2.36,1
12.4,16.2,156.2,0.27,0.49,0
65.2,37.5,269.3,0.1,3.85,1
45.8,35.3,240.4,0.12,2.04,1
58.7,32.7,178.9,0.1,3.97,1
13.9,15.1,174.9,0.21,0.65,0
13.0,5.7,119.1,0.27,0.63,0
14.7,11.4,125.4,0.14,0.59,0
9.5,10.5,142.3,0.29,0.49,0
48.0,28.2,246.0,0.09,3.4,1
11.8,0.3,147.8,0.25,0.46,0
37.4,59.3,259.9,0.12,2.91,1
13.2,0.6,112.8,0.27,0.16,0
20.6,15.1,123.4,0.24,0.81,1
21.0,5.4,131.3,0.29,0.59,0
16.8,13.0,138.9,0.28,0.72,0
59.4,46.7,191.1,0.16,3.2,1
54.7,79.2,261.6,0.0,1.54,1
17.4,11.3,115.2,0.21,0.57,0
14.3,3.6,101.9,0.34,0.23,0
7.0,7.4,122.6,0.25,0.63,0
11.5,19.5,171.1,0.3,0.42,0
4.9,17.5,145.7,0.36,0.62,0
71.7,41.8,273.1,0.05,3.03,1
7.7,13.2,175.3,0.23,0.63,0
52.7,27.2,190.5,0.12,3.45,1
66.2,27.4,214.3,0.13,1.66,1
10.9,14.8,158.8,0.22,0.5,0
16.8,11.4,124.0,0.24,0.7,0
10.9,13.4,131.6,0.35,0.63,0
8.8,7.7,126.5,0.2,0.49,0
73.2,34.1,221.6,0.13,0.34,1
51.3,55.8,234.9,0.06,2.98,1
11.7,8.3,154.6,0.2,0.21,0
12.3,14.6,136.4,0.37,0.4,0
54.6,49.3,341.2,0.1,3.59,1
16.0,14.4,123.8,0.2,0.26,0
14.3,26.1,163.5,0.23,0.68,0
106.9,59.7,202.2,0.07,1.74,1
79.6,73.1,208.9,0.11,2.41,1
17.3,7.4,100.5,0.18,0.5,0
62.0,48.7,233.0,0.09,3.32,0
24.5,19.1,159.4,0.32,0.35,1
7.6,5.8,166.7,0.25,0.43,1
52.0,21.6,201.0,0.12,4.47,1
93.0,47.5,215.8,0.11,0.0,1
22.7,13.2,150.7,0.25,0.71,0
9.5,14.0,122.8,0.2,0.45,0
67.7,44.7,230.6,0.09,3.46,1
14.9,8.4,175.3,0.22,0.79,0
18.3,9.5,166.4,0.3,0.84,0
29.6,61.5,216.1,0.11,1.23,1
74.3,12.7,241.3,0.11,1.36,1
10.1,5.8,124.6,0.21,0.52,0
9.0,16.7,142.3,0.2,0.54,0
66.8,53.2,181.2,0.13,2.65,1
36.1,49.1,189.8,0.11,2.99,1
17.0,13.3,139.8,0.32,0.69,0
17.9,17.8,122.8,0.24,0.38,0
59.8,27.6,201.5,0.11,2.99,1
9.4,5.7,130.9,0.24,0.08,0
63.5,55.6,225.7,0.07,3.43,0
15.5,10.4,121.5,0.31,0.11,0
55.1,46.6,229.8,0.13,1.05,1
2.1,14.1,154.4,0.2,0.78,0
25.6,11.9,120.6,0.29,0.68,0
14.2,9.4,108.9,0.21,0.32,0
104.8,39.8,261.5,0.07,2.07,1
9.2,12.5,132.9,0.35,0.5,0
14.7,2.1,158.2,0.19,0.09,0
17.9,10.3,156.0,0.13,0.27,0
12.5,5.0,140.3,0.24,0.33,0
23.6,25.8,267.9,0.07,0.4,1
18.3,6.1,169.2,0.17,0.3,0
14.5,3.5,145.0,0.19,0.5,0
67.9,49.4,130.6,0.09,2.46,1
48.5,24.1,175.7,0.1,3.09,1
18.1,8.2,153.8,0.23,0.16,0
13.2,20.0,141.6,0.23,0.5,0
6.9,13.7,144.1,0.12,0.4,0
3.8,7.6,149.2,0.3,0.85,0
72.9,35.1,178.7,0.06,2.31,0
14.5,3.8,122.8,0.31,0.3,0
15.6,7.2,147.3,0.16,0.63,1
7.3,1.3,148.9,0.23,0.52,0
19.3,4.7,147.6,0.26,0.54,0
13.3,6.0,148.4,0.3,0.47,0
61.4,26.1,181.6,0.04,2.15,1
45.7,50.1,159.4,0.19,1.17,1
26.2,3.4,132.9,0.25,0.3,0
15.0,12.1,110.1,0.29,0.43,0
16.1,5.6,118.8,0.2,0.55,0
18.9,5.7,136.4,0.23,0.63,0
24.3,48.4,201.7,0.09,3.18,1
15.6,7.9,123.2,0.22,0.43,0
54.4,55.5,227.8,0.09,3.11,1
11.2,14.2,132.1,0.25,0.25,0
17.5,10.2,121.9,0.25,0.63,0
12.8,9.1,155.3,0.25,0.41,0
73.6,32.4,247.4,0.12,1.83,1
20.3,16.6,130.3,0.21,0.69,0
18.0,10.2,152.3,0.18,0.53,0
48.4,49.4,217.7,0.11,2.91,1
12.1,19.5,140.2,0.21,0.74,0
60.4,42.7,223.4,0.13,1.64,1
14.7,17.8,148.5,0.31,0.83,1
18.1,18.0,125.5,0.21,0.54,0
11.3,11.3,126.9,0.19,0.68,0
16.6,7.1,136.6,0.13,0.12,0
15.9,64.0,222.3,0.09,1.84,1
11.6,4.9,117.5,0.26,0.58,1
15.2,15.5,139.4,0.25,0.45,0
19.2,7.5,100.9,0.15,0.56,0
11.6,8.2,116.3,0.23,0.63,0
15.7,13.9,144.3,0.25,0.36,0
13.4,8.8,158.6,0.3,0.59,0
66.1,64.0,235.9,0.06,2.42,1
19.4,5.3,135.4,0.28,0.28,0
21.5,3.7,114.2,0.21,0.49,0
58.3,62.2,153.7,0.22,4.52,1
11.3,13.7,126.9,0.25,0.36,0
12.8,5.6,175.4,0.25,0.49,0
51.8,28.8,206.6,0.14,1.37,0
24.9,5.2,147.0,0.26,0.66,0
14.8,12.7,114.7,0.28,0.64,1
10.7,19.7,129.0,0.15,0.67,0
12.2,8.8,169.3,0.3,0.49,0
10.9,9.7,153.8,0.26,0.77,0
87.2,51.9,292.2,0.13,2.18,1
21.6,13.3,154.4,0.19,0.12,0
16.3,3.7,170.8,0.16,0.66,0
11.2,5.8,169.8,0.27,0.12,1
4.9,18.2,91.2,0.17,0.23,0
39.9,41.6,209.0,0.12,0.01,1
15.9,12.4,118.5,0.18,0.47,1
11.7,7.7,120.9,0.28,0.56,0
9.1,8.6,149.1,0.18,0.32,0
25.3,10.2,129.9,0.28,0.32,0
12.8,10.9,137.4,0.3,0.58,0
17.1,3.8,151.0,0.18,0.46,1
8.0,10.7,154.2,0.26,0.46,0
11.0,23.1,126.6,0.2,0.41,0
21.3,7.2,120.1,0.27,0.66,0
60.3,53.0,212.9,0.07,2.47,1
47.0,26.6,256.3,0.1,1.6,1
25.4,21.3,131.9,0.28,0.03,0
11.1,10.3,152.5,0.23,0.19,0
23.1,11.9,179.1,0.3,0.32,0
71.0,0.0,178.5,0.12,3.11,1
17.9,6.1,139.9,0.33,0.48,0
7.7,7.7,136.0,0.25,0.48,0
12.3,7.8,178.9,0.16,0.7,0
22.1,14.6,143.9,0.21,0.6,0
16.7,17.6,135.2,0.18,0.39,0
10.0,7.0,162.3,0.22,0.66,0
12.9,14.6,131.1,0.33,0.53,0
47.8,19.2,201.7,0.06,2.43,1
7.3,9.1,134.9,0.27,0.42,0
12.4,12.8,142.1,0.22,0.9,0
15.1,15.4,155.8,0.21,0.49,0
13.0,14.8,155.2,0.27,0.54,0
88.9,34.9,198.2,0.05,2.65,1
84.1,33.1,248.6,0.12,3.83,1
57.5,45.8,207.7,0.14,1.53,1
83.1,32.9,237.0,0.11,0.56,0
42.6,28.9,266.4,0.01,1.23,1
12.4,16.0,126.5,0.19,0.59,0
8.8,10.4,154.8,0.23,0.38,0
11.9,8.3,139.1,0.18,0.38,0
18.6,16.7,178.7,0.19,0.28,1
56.9,43.8,243.7,0.09,3.22,1
69.1,29.7,231.9,0.2,2.02,1
15.9,5.6,126.8,0.31,0.92,0
50.7,25.2,254.6,0.11,2.13,1
13.9,16.3,118.8,0.21,0.12,0
16.6,15.9,145.3,0.32,1.12,0
24.5,6.0,151.3,0.23,0.61,0
20.1,7.4,130.7,0.27,0.63,0
10.2,11.6,93.4,0.17,0.61,0
15.7,5.1,137.4,0.24,0.63,0
11.4,11.0,157.8,0.16,0.62,0
67.1,27.6,177.0,0.03,1.46,1
46.8,29.0,211.8,0.13,2.21,1
23.2,12.6,147.0,0.28,0.25,0
18.4,11.1,123.5,0.32,0.63,0
3.3,10.1,133.2,0.16,0.46,0
23.6,10.8,97.6,0.27,0.44,0
