Pack_Voltage,Pack_Current,Instant_Power,Cell_Max,Cell_Min,Pack_Temp,Thermal_Grad,Inverter_Temp,Ambient_Temp,Coolant_Flow,Iso_Resistance,Gas_PPM,SoP,Label_Safety
341.08,64.43,25.33,4.19,4.14,107.45,0.0,121.59,19.17,4.22,134.97,189.3,78.8,2
375.07,39.28,17.14,4.15,4.17,27.02,0.0,28.93,23.32,9.67,357.96,5.8,131.0,0
363.21,16.21,6.2,4.14,4.08,42.37,0.15,47.98,46.29,9.91,400.06,25.4,115.4,0
348.84,21.23,5.99,4.17,4.01,67.9,2.27,77.35,38.04,7.73,567.65,65.9,89.9,1
373.54,100.74,35.69,4.17,4.16,48.81,0.35,49.7,24.77,0.0,485.5,58.1,98.0,1
348.31,62.57,21.79,4.15,4.15,26.24,0.93,21.86,37.99,9.97,368.82,23.6,129.8,0
312.3,45.03,13.43,4.18,3.78,84.13,1.4,82.15,19.58,6.13,65.27,127.8,78.8,2
342.07,63.88,22.67,4.19,4.08,26.32,0.25,26.48,15.69,3.2,278.56,5.7,131.0,0
340.63,47.1,17.73,4.14,4.12,35.47,0.0,42.39,18.18,6.89,418.83,5.2,118.9,0
362.61,41.13,14.31,4.17,3.66,44.33,3.54,46.33,18.86,7.56,64.8,168.6,125.6,2
370.76,54.49,27.74,4.19,3.82,69.9,0.75,84.4,33.4,3.61,221.33,231.3,106.0,2
362.66,20.4,7.82,4.08,4.08,69.49,0.0,77.81,13.6,6.98,308.53,0.0,89.8,1
325.68,88.71,30.84,4.17,4.15,56.47,0.29,62.92,24.31,6.82,223.13,26.9,110.9,1
334.25,12.63,3.57,4.17,4.06,54.78,0.0,64.56,45.15,4.92,186.18,47.3,116.6,1
373.32,50.41,18.66,4.19,4.07,64.87,0.0,72.09,23.52,11.77,624.63,70.3,98.3,1
373.13,91.52,28.77,4.13,3.54,18.03,2.75,20.08,29.0,1.75,65.27,373.2,123.6,2
338.6,64.78,24.21,4.17,4.16,19.35,0.02,23.23,29.91,11.76,245.97,0.9,157.8,0
371.91,97.19,28.76,4.19,4.1,84.08,0.58,95.93,26.61,4.51,336.85,0.0,75.4,1
362.23,63.7,21.45,4.13,3.99,48.62,0.0,41.67,22.01,4.37,220.77,25.0,126.1,1
356.66,64.23,25.83,4.2,4.11,55.01,0.0,59.5,29.49,0.91,113.43,256.8,82.0,2
337.01,38.07,12.55,4.09,3.83,29.17,2.06,32.87,27.98,4.62,57.61,174.8,134.2,1
324.54,87.0,15.17,4.12,4.16,40.82,0.2,44.6,24.93,8.91,282.99,4.4,113.8,0
356.01,40.88,9.49,4.12,4.16,39.92,0.0,44.69,15.07,11.24,712.47,8.4,107.5,0
336.71,21.04,6.69,4.17,3.95,79.24,2.11,84.1,28.49,0.25,24.23,143.4,83.0,2
347.68,69.17,17.17,4.17,4.12,70.0,0.71,72.22,18.84,6.14,555.31,30.5,99.2,1
354.84,49.94,25.3,4.15,4.02,36.5,0.0,43.51,21.41,3.0,263.9,23.1,105.7,1
340.89,11.11,3.9,4.19,3.98,68.7,0.47,69.9,31.03,4.6,424.72,18.9,105.9,1
346.92,42.55,13.5,4.15,4.1,29.53,1.85,30.74,18.91,8.23,492.5,2.2,121.7,0
328.3,96.14,34.59,4.13,4.01,40.53,1.18,43.11,28.39,13.52,404.14,47.2,121.7,0
356.89,103.32,44.93,4.19,4.12,50.35,0.0,55.2,11.8,4.57,135.18,22.3,114.5,0
339.07,28.83,9.78,4.18,3.7,60.13,2.51,66.92,22.47,0.0,0.0,189.6,108.9,2
371.83,123.19,32.33,4.17,4.16,53.54,0.93,53.36,11.54,8.56,322.14,0.2,106.6,2
348.43,95.77,31.17,4.17,3.88,42.41,1.26,40.91,36.09,0.0,128.46,174.0,115.6,2
338.26,128.42,37.2,4.12,4.07,48.87,1.48,53.25,31.19,7.11,312.67,11.5,115.0,0
336.36,106.4,42.98,4.18,4.16,33.43,1.58,30.15,36.95,5.95,486.78,4.6,131.0,0
338.28,80.48,31.46,4.17,4.04,99.28,0.88,104.2,13.71,3.4,508.6,25.2,88.5,1
340.26,89.64,43.16,4.18,4.03,93.91,0.0,97.79,21.5,9.91,423.05,20.4,63.1,1
350.12,96.77,23.51,4.18,3.76,45.45,0.0,48.88,40.34,0.0,15.54,8.9,120.5,2
360.87,27.2,11.39,4.17,3.9,124.31,0.1,128.49,18.59,6.03,107.28,220.7,24.6,2
356.7,64.03,22.71,4.16,3.67,98.35,3.81,110.15,27.49,8.37,10.39,272.3,64.8,1
336.73,127.2,29.19,4.16,4.09,58.44,1.81,58.89,17.89,14.62,345.8,5.8,101.7,1
367.64,74.96,21.31,4.17,4.18,34.04,0.26,37.35,11.84,8.11,318.93,18.2,103.7,1
350.06,144.56,46.02,4.16,4.13,40.71,0.84,42.55,31.47,10.23,448.58,4.8,108.8,1
345.26,50.49,19.19,4.19,4.07,39.63,0.0,46.39,25.2,0.0,366.77,45.4,119.1,1
350.16,115.82,43.26,4.19,4.14,31.21,0.57,30.02,26.96,10.28,357.15,23.0,119.9,1
337.32,99.24,29.4,4.12,3.87,88.92,0.76,99.98,26.64,1.24,148.48,33.0,65.5,2
380.47,122.61,48.86,4.17,4.09,110.03,1.01,116.71,17.88,3.49,203.48,223.0,58.4,2
357.28,34.95,12.0,4.2,3.81,105.58,0.0,112.44,33.41,0.0,280.06,244.1,80.9,2
355.67,20.24,6.88,4.16,4.17,32.79,0.0,32.48,28.73,7.97,573.13,10.6,135.5,0
367.94,86.41,41.51,4.19,4.1,67.4,0.0,68.79,11.64,1.35,502.61,22.9,97.7,1
367.85,18.49,6.59,4.18,3.77,47.85,1.56,44.29,18.09,0.0,55.97,82.7,122.1,2
374.14,39.59,19.37,4.18,4.11,73.41,0.67,78.33,15.27,10.35,177.82,25.2,92.1,1
352.37,61.59,31.26,4.2,4.12,39.04,1.3,34.68,23.72,12.79,348.33,37.1,107.8,1
379.5,35.32,14.67,4.14,3.6,51.77,2.82,61.54,7.51,2.95,204.47,155.3,107.7,2
363.76,3.17,1.14,4.18,4.11,24.34,0.89,26.29,40.82,11.11,319.68,4.0,137.9,0
361.45,111.58,25.64,4.18,3.99,34.76,0.8,40.37,26.57,0.0,348.75,44.5,106.6,1
382.07,145.99,58.36,4.15,4.04,106.55,0.0,114.87,36.88,7.98,124.7,127.3,47.0,2
350.62,85.0,29.6,4.16,4.19,5.61,0.47,11.1,37.96,4.79,226.21,45.7,136.5,1
377.4,69.6,35.39,4.11,4.15,38.0,0.55,49.89,15.81,7.93,226.9,0.0,144.0,1
341.74,82.27,34.56,4.11,4.07,56.52,0.89,57.2,47.42,6.04,31.89,42.5,100.1,1
359.18,92.24,45.02,4.13,4.05,44.17,2.97,46.3,48.31,5.93,288.22,4.1,128.4,1
339.24,2.87,0.8,4.16,4.01,48.3,1.57,51.87,32.57,9.19,326.89,61.6,108.8,1
348.02,47.44,17.26,4.18,4.15,35.16,0.92,41.93,32.81,7.91,558.69,3.1,128.3,0
333.97,27.5,10.31,4.2,4.1,39.64,0.0,47.89,37.3,3.64,239.69,1.6,131.2,0
368.3,50.9,18.22,4.2,3.68,70.88,0.11,86.75,33.87,8.06,327.81,143.9,92.0,2
358.29,33.28,6.99,4.2,4.08,55.16,0.0,64.45,34.22,10.02,363.09,0.8,100.8,0
326.5,44.95,10.82,4.1,4.17,30.07,0.0,37.07,27.66,11.82,403.92,6.6,142.4,0
365.15,46.49,12.85,4.14,4.16,49.73,1.45,54.19,37.25,7.02,517.98,0.1,143.9,0
340.45,139.11,59.37,4.18,4.01,42.91,2.02,53.31,29.74,6.4,469.3,7.5,120.2,1
339.23,65.85,22.81,4.14,4.07,61.32,0.71,66.33,27.73,3.65,484.76,0.0,93.5,1
348.25,28.56,11.02,4.15,3.58,105.54,2.55,108.93,32.44,8.3,110.17,96.5,52.5,1
359.25,152.85,55.39,4.18,4.02,98.83,0.87,103.45,31.47,0.0,196.53,261.7,79.4,2
328.12,35.7,15.33,4.16,3.63,86.54,2.41,92.8,9.8,5.26,51.64,54.0,90.0,2
346.85,55.62,15.96,4.15,4.12,72.64,0.0,69.29,32.41,12.1,376.39,19.6,86.8,1
333.67,30.15,8.71,4.2,4.17,40.69,0.0,45.62,21.57,7.68,431.64,9.6,110.6,0
374.04,107.17,34.01,4.1,4.16,42.86,0.0,45.5,18.94,4.81,417.69,31.6,125.0,0
360.44,72.0,29.95,4.16,4.07,61.98,0.0,69.22,27.12,2.58,311.19,33.7,99.9,1
363.75,43.73,19.56,4.18,3.97,76.48,1.01,83.41,20.27,6.64,0.0,70.7,84.2,2
360.05,24.55,9.12,4.18,3.86,66.87,2.11,66.12,31.29,0.0,132.64,103.9,101.5,0
357.11,16.17,6.5,4.18,4.06,54.12,0.0,60.21,11.58,4.91,0.0,214.2,102.2,2
372.54,108.87,32.5,4.19,4.09,37.9,0.0,38.55,26.14,5.3,435.05,0.0,111.2,1
370.11,111.41,53.29,4.11,3.68,70.51,0.88,73.1,26.71,4.35,89.82,117.9,95.5,2
347.6,13.97,5.02,4.17,3.65,50.84,4.28,58.74,19.18,0.89,59.08,222.9,108.7,2
360.18,88.22,34.0,4.15,3.95,34.81,1.93,40.34,14.35,11.24,495.12,19.3,122.6,1
323.54,51.93,18.82,4.17,4.12,37.36,0.64,37.67,36.33,3.46,298.33,1.5,129.9,0
346.78,46.92,14.27,4.16,4.07,45.05,0.0,41.89,23.92,7.64,387.81,11.9,112.5,1
336.47,83.47,29.32,4.15,4.11,48.06,0.67,43.52,28.13,0.0,67.7,7.4,113.3,1
337.94,75.64,27.88,4.12,4.06,102.87,1.54,115.71,15.88,0.0,40.11,51.4,65.4,1
361.57,90.55,20.5,4.13,3.92,49.48,1.57,49.48,20.4,1.04,186.47,44.8,109.9,1
366.53,58.83,27.29,4.18,4.12,24.21,0.43,25.4,29.51,7.04,455.48,31.9,162.0,0
321.5,48.5,13.04,4.17,3.86,52.2,2.2,59.49,29.03,5.89,0.0,139.8,106.9,2
353.92,69.93,27.31,4.2,4.11,10.05,0.19,23.34,22.09,5.5,306.07,19.0,146.8,1
323.84,63.82,22.73,4.19,4.16,41.21,0.36,48.91,24.59,11.43,599.41,1.5,123.4,0
318.28,7.95,2.63,4.12,4.09,59.9,0.87,64.85,33.37,1.51,87.72,88.4,115.5,2
356.88,7.68,2.95,4.19,4.15,103.55,0.0,103.62,31.34,5.25,220.88,268.1,61.7,2
342.97,153.06,44.51,4.2,4.04,115.07,0.61,113.39,20.85,8.37,63.12,0.0,65.7,2
363.4,59.37,22.3,4.19,4.05,54.26,0.0,55.63,13.71,5.42,373.88,28.6,102.8,1
330.98,75.49,23.58,4.19,4.17,51.49,0.0,56.42,6.02,11.59,152.35,2.1,115.5,1
357.72,82.12,36.11,4.14,3.73,49.16,3.36,52.9,11.82,2.75,0.0,61.0,107.9,2
344.98,39.37,12.12,4.18,3.68,86.08,0.46,93.61,18.3,4.41,89.2,138.1,70.7,2
373.09,33.34,17.7,4.16,3.77,24.47,0.65,27.2,32.35,7.98,257.62,172.6,127.2,2
357.9,122.76,49.53,4.15,3.76,73.11,2.02,77.15,36.35,4.62,0.0,184.6,92.2,2
354.75,48.4,17.81,4.16,3.98,138.22,0.0,148.41,14.76,3.87,65.32,72.7,45.1,2
342.6,106.87,48.83,4.15,3.44,90.96,4.35,90.06,34.92,2.54,75.8,52.0,71.6,2
351.33,13.46,4.11,4.18,4.13,34.52,0.0,42.79,32.36,8.76,321.86,29.2,129.1,0
324.74,69.06,22.08,4.16,3.81,140.42,1.81,141.42,38.6,0.0,0.0,74.9,35.0,2
352.24,64.57,19.5,4.17,4.04,80.56,0.38,87.0,30.45,7.55,309.52,13.7,75.8,1
370.49,75.32,27.72,4.17,4.13,77.43,0.0,83.69,20.38,5.62,518.89,56.4,73.5,1
318.78,77.32,29.04,4.14,4.02,36.42,1.7,48.17,30.5,4.41,287.75,12.0,128.2,1
354.67,116.78,44.24,4.13,4.05,77.68,1.97,85.23,31.56,3.63,0.0,143.1,85.2,0
333.72,101.96,36.81,4.11,4.16,52.4,0.16,64.27,22.32,0.45,575.43,60.6,115.4,1
354.54,61.93,23.7,4.12,4.12,50.57,1.87,58.35,37.45,9.92,595.82,0.5,101.5,2
332.45,23.95,8.15,4.18,3.69,85.72,1.64,85.67,17.21,9.22,115.81,33.8,80.3,2
352.92,33.38,13.71,4.2,4.07,41.48,1.83,54.5,17.35,8.37,349.02,96.8,99.7,1
350.55,79.74,27.41,4.15,4.1,24.68,1.64,31.65,26.72,7.32,347.7,1.8,110.2,0
346.77,114.64,38.34,4.2,4.16,22.69,0.0,26.85,13.2,10.17,531.25,2.0,141.5,0
348.4,94.26,34.72,4.16,4.05,33.02,0.0,42.97,25.5,6.74,481.24,46.6,127.4,1
376.98,29.87,7.41,4.19,4.06,39.15,0.25,51.82,53.76,9.97,236.77,3.9,93.5,0
348.01,118.57,46.91,4.17,4.18,59.9,0.57,65.32,23.71,1.77,544.37,72.5,96.6,1
353.42,108.2,44.57,4.18,4.18,9.15,0.0,7.52,25.92,8.2,581.21,19.1,146.3,0
347.76,114.19,55.82,4.2,3.55,66.12,4.07,77.49,27.14,3.24,36.02,348.7,92.6,2
341.77,20.04,5.85,4.2,4.01,40.29,2.12,43.07,26.34,2.31,0.0,33.6,121.2,2
360.86,57.59,17.95,4.12,4.06,68.34,0.73,75.94,28.46,3.51,84.29,228.7,110.9,2
371.24,51.4,19.31,4.2,4.07,70.87,0.0,74.17,14.89,0.0,0.0,118.2,97.1,2
336.78,92.36,29.92,4.17,3.93,82.41,1.29,91.76,22.95,0.63,154.62,38.4,80.6,2
354.81,11.2,3.48,4.18,4.05,45.61,1.58,50.14,14.76,8.56,205.92,0.0,120.0,1
330.05,73.35,18.66,4.16,3.67,58.07,2.05,64.92,46.95,0.0,47.93,14.0,115.3,2
325.86,87.79,23.41,4.16,3.54,112.17,1.45,128.71,28.44,3.3,66.03,174.3,51.2,2
364.88,57.38,22.96,4.2,3.86,101.81,0.37,109.71,51.61,0.71,41.55,398.7,68.0,2
312.42,51.96,16.68,4.11,4.02,53.23,1.3,63.7,18.89,0.0,145.96,40.5,100.9,2
381.56,40.95,15.82,4.14,4.13,42.34,0.75,47.03,20.67,10.05,552.58,4.3,126.0,0
347.72,48.69,17.18,4.14,3.66,70.57,2.89,73.68,30.32,1.93,207.96,118.8,99.1,2
340.7,31.59,12.48,4.17,3.99,99.27,0.81,103.32,35.83,2.67,105.93,180.3,58.3,2
327.59,64.14,34.53,4.19,4.1,31.31,0.08,36.64,31.59,4.71,386.23,6.6,126.1,1
362.18,38.89,17.9,4.14,4.11,24.54,2.02,30.23,6.62,5.57,305.43,15.9,117.1,0
352.76,14.03,5.02,4.19,4.04,25.59,1.89,27.79,18.65,4.16,450.38,11.6,128.4,1
333.95,35.65,11.82,4.16,3.67,107.55,3.58,114.87,28.78,9.19,45.91,181.6,63.1,2
367.48,16.76,7.38,4.17,4.05,59.86,0.4,73.53,12.31,11.24,277.32,70.7,108.7,1
343.13,45.48,17.92,4.19,4.19,29.86,0.0,40.39,30.62,12.15,294.19,54.2,145.9,1
370.05,65.53,22.34,4.08,4.09,87.29,0.1,93.31,4.8,1.79,168.73,220.7,71.4,2
359.35,5.3,1.56,4.18,4.18,38.07,0.0,33.25,44.43,8.69,532.92,59.7,119.8,0
353.93,98.75,48.49,4.1,4.18,1.22,0.0,12.51,7.8,9.39,332.33,12.9,130.2,0
363.35,29.68,6.95,4.17,3.94,101.42,2.12,106.77,17.18,11.48,339.79,39.8,70.7,1
362.88,20.9,7.33,4.15,3.79,53.7,0.93,63.43,27.58,4.21,0.0,237.6,118.3,2
389.95,78.1,32.7,4.19,4.1,38.32,0.0,35.51,24.49,7.72,368.03,0.0,114.9,1
352.68,12.89,4.8,4.17,4.11,52.36,1.29,51.58,27.45,1.45,520.99,11.0,126.5,1
339.27,85.37,29.25,4.2,4.15,55.52,0.0,63.68,40.64,8.6,301.26,47.1,117.9,1
346.98,28.87,13.08,4.16,4.04,67.54,0.86,80.39,36.44,3.21,184.34,79.9,102.8,2
356.55,48.85,17.99,4.19,4.15,78.64,1.61,79.35,33.11,5.04,0.0,70.2,98.6,2
336.03,31.06,9.49,4.18,4.1,42.57,0.0,46.37,16.01,4.3,578.29,26.5,115.6,0
357.92,33.55,8.57,4.08,3.96,92.0,1.12,87.36,26.0,3.41,198.14,153.0,71.2,2
360.22,30.02,10.8,4.17,4.04,56.3,0.9,66.51,21.57,1.97,301.32,0.0,117.1,1
332.45,119.27,43.51,4.14,4.03,33.47,0.0,42.09,25.21,7.78,448.07,10.6,116.0,1
319.25,65.45,22.37,4.18,4.17,31.93,0.66,38.64,29.15,7.63,328.86,9.3,137.5,0
356.92,23.92,8.85,4.2,4.03,71.4,0.36,69.83,26.67,0.0,47.57,114.4,110.7,2
341.58,17.4,6.91,4.18,4.04,21.97,0.0,25.9,21.12,4.96,296.02,67.9,129.8,1
360.18,69.03,30.26,4.19,4.13,32.06,0.0,43.23,33.87,5.42,207.01,1.7,129.7,0
344.46,69.99,29.0,4.2,4.1,21.77,0.0,29.02,30.81,9.42,363.94,19.3,148.2,0
339.07,98.52,29.87,4.15,3.98,40.27,1.07,49.15,36.93,4.58,309.67,13.4,126.1,1
340.16,62.7,17.89,4.15,4.12,63.15,0.0,65.27,22.31,2.25,199.38,3.4,78.3,1
369.12,90.62,38.89,4.13,4.07,55.23,0.0,55.1,19.64,0.08,43.77,82.3,98.1,1
379.82,106.77,43.93,4.17,4.07,57.5,0.0,67.79,11.31,7.27,426.35,0.8,97.7,0
356.76,124.45,35.05,4.18,4.11,58.64,0.0,61.61,29.19,6.45,204.15,0.0,99.0,1
344.24,57.49,18.52,4.19,4.1,31.22,1.08,43.06,36.02,8.37,521.49,23.6,121.2,0
341.35,78.11,32.56,4.16,3.7,106.12,2.74,113.6,12.11,1.42,0.0,85.3,45.5,0
335.92,57.99,16.94,4.19,4.08,40.65,0.0,49.11,29.98,8.77,483.9,37.9,123.5,1
366.2,64.34,16.06,4.15,4.0,113.09,1.12,120.54,44.46,0.0,310.26,348.4,51.2,2
349.01,34.62,12.38,4.18,4.18,46.33,1.62,46.87,27.53,8.85,487.33,3.7,103.3,0
348.73,86.78,34.11,4.17,4.16,79.65,0.0,91.35,38.22,0.58,212.62,283.8,106.8,2
319.83,1.67,0.58,4.19,4.15,84.0,1.42,84.76,13.79,0.0,183.72,124.9,74.8,2
329.48,55.32,16.71,4.15,4.17,47.48,0.0,56.3,35.17,7.1,354.36,13.3,142.2,0
340.07,55.84,15.62,4.19,3.29,78.05,1.47,81.72,14.2,1.86,0.0,74.6,89.1,2
335.14,104.09,38.85,4.17,4.11,17.31,0.6,29.0,22.52,7.42,316.16,2.8,126.8,0
375.85,20.77,7.42,4.17,4.05,29.88,0.39,33.65,33.77,0.94,314.81,28.7,133.0,1
356.29,15.42,6.85,4.17,4.13,37.7,0.0,40.08,10.67,2.69,465.96,0.9,137.5,0
346.66,57.87,15.54,4.17,4.13,32.74,0.13,36.11,14.62,11.45,545.1,8.7,132.9,0
366.09,26.27,5.95,4.2,4.04,14.52,0.72,15.21,17.36,0.0,470.5,9.1,134.0,1
353.63,7.34,2.35,4.14,4.15,35.61,0.0,50.92,13.98,6.09,669.45,3.2,139.3,0
347.6,75.75,26.73,4.09,4.12,40.09,1.2,47.95,26.44,7.46,343.51,34.9,120.0,1
354.32,53.0,18.98,4.15,3.98,40.0,0.0,43.67,17.29,0.0,356.97,53.1,119.9,1
369.22,79.5,30.19,4.16,4.13,19.44,0.07,29.18,13.09,8.74,300.24,9.0,128.3,0
344.51,80.91,33.81,4.17,3.7,142.36,1.72,148.97,22.76,10.23,171.75,90.5,34.1,2
312.42,8.52,2.55,4.2,4.15,100.53,0.0,112.0,17.95,1.78,227.27,212.3,79.5,2
341.36,37.15,10.96,4.19,3.97,57.31,0.0,62.13,39.34,9.89,256.5,37.0,105.9,1
349.86,112.54,38.08,4.19,3.85,89.33,1.66,96.54,26.77,0.0,115.7,188.9,83.3,2
351.7,143.01,48.92,4.16,3.55,46.12,1.36,58.92,17.34,0.0,94.03,72.6,104.1,0
357.94,37.24,13.88,4.08,4.12,5.66,0.31,10.78,14.09,9.96,463.72,1.2,141.6,0
361.9,28.94,9.35,4.18,4.08,63.82,0.0,66.13,26.9,9.48,115.56,27.9,84.7,1
354.98,56.97,19.25,4.18,4.02,34.62,0.92,39.23,11.81,8.1,113.35,31.7,111.7,1
334.25,68.39,21.28,4.19,4.13,21.45,0.0,25.0,21.17,9.91,374.62,3.6,120.0,0
358.84,87.8,20.13,4.17,3.63,46.09,4.79,45.06,28.32,0.0,26.69,34.5,121.1,2
304.81,45.99,10.85,4.18,4.09,44.58,1.22,46.48,22.53,11.07,275.82,43.3,116.4,1
364.96,93.37,39.24,4.15,4.06,81.41,1.68,86.85,39.71,4.09,0.0,128.1,88.7,2
340.05,135.56,44.18,4.19,4.15,41.29,0.77,49.16,24.56,0.17,202.14,81.2,122.8,1
378.37,68.41,25.63,4.18,4.14,23.18,0.0,27.02,39.97,4.27,0.0,31.8,119.4,0
329.21,113.43,45.81,4.19,4.1,23.04,2.36,31.13,10.12,4.3,347.13,21.4,132.0,1
379.92,38.29,16.05,4.15,4.07,32.72,1.68,41.74,38.45,7.81,242.87,42.8,111.9,1
362.1,73.65,33.68,4.19,4.04,76.67,0.06,82.46,22.12,0.0,195.87,0.0,93.6,2
372.64,23.59,6.47,4.15,3.69,78.36,2.82,80.68,23.59,1.62,155.87,100.5,83.6,2
321.54,142.13,47.47,4.2,4.01,104.39,0.0,109.76,13.14,3.14,0.0,162.9,71.1,1
345.43,54.85,20.75,4.13,3.61,144.89,3.54,155.35,24.16,0.0,57.49,49.6,36.4,2
355.97,40.34,13.43,4.11,4.11,46.52,1.75,45.84,25.64,9.9,474.59,2.6,101.1,2
351.1,112.0,38.17,4.12,4.02,36.78,1.03,38.43,16.52,10.03,148.53,68.8,111.6,1
345.21,15.61,7.14,4.2,4.16,41.6,0.85,60.89,45.56,2.59,417.41,2.9,112.8,1
353.32,12.95,3.82,4.2,4.11,42.51,0.0,43.91,34.14,5.12,615.28,53.9,116.2,1
352.53,7.3,2.44,4.16,4.13,0.0,0.33,4.83,20.46,8.42,328.4,5.3,154.6,0
323.87,103.67,24.22,4.19,3.61,62.88,3.3,74.18,21.85,3.57,106.58,61.3,112.3,2
365.43,59.03,18.73,4.17,4.16,49.16,0.0,57.11,13.22,6.59,369.84,0.0,114.4,1
343.13,37.85,13.35,4.12,3.81,45.24,0.83,58.15,28.0,0.0,10.03,117.2,104.0,2
372.37,31.59,7.25,4.17,3.73,113.23,1.94,123.33,25.49,4.5,37.24,132.5,70.8,2
368.82,94.93,29.63,4.18,4.16,62.14,0.0,56.6,15.45,2.71,300.84,14.2,107.2,0
352.74,107.46,48.69,4.16,4.1,41.88,1.24,38.04,4.14,8.6,192.65,8.0,128.2,0
341.84,125.22,51.53,4.2,3.9,44.55,0.5,44.36,-5.46,5.6,228.85,128.0,102.4,0
326.64,35.16,8.46,4.19,4.12,65.49,0.6,76.98,37.36,7.15,73.77,16.0,106.3,1
344.92,103.14,28.17,4.16,3.92,39.85,2.16,50.82,23.07,6.66,231.8,11.9,107.5,1
345.35,65.98,19.61,4.15,4.18,12.74,0.47,12.27,34.93,4.37,306.82,21.9,165.1,0
391.99,78.57,30.84,4.13,4.08,66.86,0.0,62.92,33.68,4.67,533.64,2.9,106.8,0
329.83,12.16,4.6,4.17,3.99,44.79,2.22,52.74,20.49,6.75,385.41,7.3,114.9,0
327.34,63.42,25.42,4.19,4.16,13.63,0.47,17.14,17.65,8.32,334.01,4.2,139.6,0
337.77,53.09,10.31,4.16,4.15,35.63,0.0,38.09,42.63,8.41,448.43,13.8,127.1,0
349.21,28.21,9.29,4.09,4.13,37.29,0.0,46.47,11.91,7.31,393.07,1.1,116.7,0
366.13,21.79,10.72,4.19,4.12,43.96,0.58,49.16,22.75,7.91,554.1,23.3,117.2,0
347.66,51.91,14.24,4.2,4.17,50.03,0.0,49.17,25.78,9.05,595.75,62.6,114.7,1
346.45,116.91,33.71,4.16,4.07,48.33,0.24,63.37,25.5,8.34,334.1,15.2,102.0,0
341.84,94.88,29.81,4.13,4.1,34.54,0.0,45.33,20.78,4.69,522.67,10.2,114.9,0
354.99,50.55,15.39,4.17,4.08,31.03,0.0,42.33,25.44,6.98,525.0,0.0,137.9,1
346.41,51.74,20.58,4.19,4.15,49.1,0.67,62.3,18.79,6.93,445.84,11.0,117.4,2
349.57,59.74,24.3,4.19,3.85,37.46,1.42,54.44,16.1,7.48,77.85,82.1,125.8,2
365.6,54.94,11.58,4.18,4.15,20.67,0.0,26.56,15.41,9.28,364.78,0.8,129.1,0
358.74,96.88,40.55,4.18,4.16,48.51,0.35,44.06,33.52,4.75,313.65,0.7,110.3,0
343.69,30.43,8.24,4.16,4.05,14.18,0.0,28.71,34.93,13.03,365.35,19.8,122.5,0
355.25,26.01,9.0,4.14,4.15,43.8,0.0,52.12,20.98,2.66,417.83,1.8,112.9,0
345.8,116.46,51.41,4.13,3.85,58.97,3.0,61.49,6.83,3.1,131.33,0.0,102.9,2
354.68,103.33,44.29,4.19,4.03,58.32,0.99,67.25,20.42,4.71,431.11,0.0,95.1,1
357.65,44.19,20.58,4.13,4.1,30.18,1.07,23.99,26.21,2.08,166.67,62.7,150.4,1
353.35,52.07,19.84,4.14,4.1,27.06,0.0,29.31,20.97,1.87,434.43,8.5,138.5,0
332.38,0.0,0.0,4.06,4.11,33.27,0.0,42.25,33.74,8.51,523.08,1.8,138.3,0
352.56,69.35,24.82,4.15,4.15,45.58,0.24,47.34,18.43,5.44,232.96,4.4,105.1,0
350.16,79.79,24.49,4.18,3.88,105.48,2.15,114.54,2.92,1.92,178.53,142.0,63.5,2
344.02,48.59,11.38,4.18,3.76,73.14,1.14,78.41,23.19,2.06,89.99,69.5,108.7,2
353.37,4.19,1.95,4.17,4.04,56.83,0.53,57.9,4.88,2.32,263.16,0.0,106.1,1
328.77,86.04,33.07,4.17,4.18,22.25,2.37,23.87,12.05,9.55,430.24,3.1,135.2,0
360.27,71.7,20.43,4.2,4.16,22.81,0.24,28.6,27.21,5.04,595.94,2.1,148.7,0
350.22,46.76,12.31,4.17,4.14,42.7,1.19,52.46,43.6,11.18,403.17,14.8,107.2,1
376.61,26.34,10.12,4.2,4.15,33.51,0.42,40.59,27.58,12.43,395.13,1.3,135.9,0
345.65,32.54,9.63,4.18,3.56,73.47,2.87,79.28,49.76,2.92,445.28,25.0,88.8,2
337.23,5.31,1.57,4.12,4.09,85.44,1.55,88.7,27.8,0.45,309.03,61.6,72.2,1
334.32,68.97,24.51,4.07,4.07,54.08,0.99,56.0,24.66,1.5,443.45,0.4,106.5,1
347.3,27.7,9.62,4.15,3.83,79.08,1.49,81.23,41.01,1.4,0.0,155.2,75.2,2
339.33,57.17,18.37,4.15,4.16,79.75,0.1,90.22,29.31,6.54,522.12,5.6,81.2,0
373.17,55.4,16.06,4.18,4.06,53.15,0.35,58.68,27.68,2.43,515.21,22.1,105.2,1
330.77,55.65,15.77,4.15,4.15,50.35,0.0,51.38,32.07,6.65,282.09,8.9,107.3,1
372.15,142.6,53.47,4.13,3.83,89.44,1.77,86.8,21.13,4.08,55.57,122.2,65.5,2
333.76,127.51,42.98,4.16,4.11,30.85,0.82,32.8,20.11,1.21,453.96,32.9,118.4,0
335.21,51.47,20.45,4.15,4.06,54.47,0.95,57.6,28.41,1.49,495.25,51.3,113.3,1
337.76,134.47,31.76,4.19,4.09,77.52,0.85,90.07,23.89,3.66,218.89,13.9,96.7,1
346.44,90.37,25.54,4.16,4.11,78.42,1.3,73.07,18.61,6.2,397.77,84.7,101.1,1
