SoC,Internal_Res,Cycle_Count,DoD,Cell_Imbalance,Coulombic_Eff,Pol_Voltage,Stress_Index,Label_Health
16.6,50.0,1076,74.89,0.062,98.78,0.22,0.62,1
46.4,50.0,256,81.63,0.0,97.3,0.0,0.14,0
75.1,95.7,1146,52.19,0.0,98.84,0.11,0.67,1
61.9,96.2,839,46.9,0.159,98.71,0.13,1.12,1
99.4,73.7,1847,57.29,0.083,98.14,0.2,1.77,1
25.1,50.0,0,10.72,0.0,100.0,0.0,0.0,0
51.2,50.0,627,58.53,0.072,98.16,0.06,0.11,0
74.7,72.6,1724,75.63,0.139,97.17,0.16,1.54,1
95.3,54.4,892,55.59,0.032,99.07,0.11,1.07,0
27.5,66.3,1729,82.55,0.056,97.0,0.2,2.44,1
22.2,50.0,646,26.95,0.066,98.31,0.03,0.0,0
41.0,50.0,614,30.12,0.07,99.23,0.11,1.29,1
37.5,50.0,751,27.82,0.04,97.16,0.07,1.41,0
84.1,67.2,2450,63.09,0.0,97.88,0.2,1.72,1
23.0,99.8,2192,45.52,0.054,98.11,0.12,1.83,1
59.1,57.5,1105,71.13,0.028,98.61,0.08,0.74,0
75.7,56.8,894,72.49,0.127,97.96,0.18,0.87,1
17.9,72.4,1677,33.26,0.068,95.54,0.03,0.97,1
47.3,96.0,488,17.48,0.089,98.0,0.06,0.13,1
79.9,50.0,1115,68.99,0.043,98.14,0.1,0.95,1
54.1,88.6,425,17.85,0.025,97.75,0.13,0.07,0
33.8,63.3,1839,54.27,0.053,98.88,0.09,1.95,1
43.8,60.2,1752,40.8,0.02,97.3,0.07,1.93,1
97.8,55.4,235,44.56,0.086,98.27,0.0,0.0,0
70.6,50.0,1828,62.99,0.0,98.32,0.06,2.11,1
17.4,50.0,1081,50.03,0.054,97.64,0.16,1.23,1
34.1,50.0,576,60.03,0.0,97.89,0.08,0.93,0
69.2,92.3,1730,40.35,0.069,98.88,0.12,2.09,1
73.6,50.0,791,22.23,0.102,97.14,0.24,0.35,1
24.8,54.6,768,63.38,0.053,97.99,0.1,0.84,0
92.8,91.0,540,60.28,0.049,98.01,0.16,1.02,1
24.6,59.2,529,52.21,0.047,100.0,0.06,0.0,0
78.9,74.1,428,24.05,0.07,97.52,0.14,0.33,0
57.5,107.8,0,40.86,0.002,97.65,0.11,0.34,0
62.4,74.7,1772,37.14,0.039,96.74,0.26,2.22,1
43.4,66.5,2304,22.15,0.078,97.28,0.23,2.06,1
47.9,81.0,627,22.58,0.0,98.2,0.0,0.66,0
94.7,50.0,255,53.95,0.0,98.06,0.02,0.0,0
97.2,52.7,335,65.75,0.0,100.0,0.0,0.93,0
20.5,50.0,189,32.63,0.0,99.3,0.08,0.11,0
13.6,50.0,441,30.15,0.071,99.65,0.01,0.35,0
35.7,56.0,1188,69.23,0.0,99.56,0.09,1.23,0
16.6,72.3,2602,81.57,0.0,97.38,0.21,3.0,1
13.0,50.0,104,38.45,0.06,98.19,0.0,0.0,0
32.8,91.8,385,46.91,0.052,98.27,0.0,0.71,0
61.2,57.9,188,47.09,0.058,99.65,0.0,0.45,0
91.1,85.2,1727,21.18,0.046,97.06,0.21,1.59,1
88.0,79.6,899,52.62,0.0,98.0,0.04,1.05,0
15.6,50.0,133,54.23,0.047,97.88,0.05,0.0,0
29.6,81.0,77,25.29,0.0,98.02,0.07,0.48,0
67.4,54.0,1473,57.57,0.083,97.47,0.11,0.72,1
19.8,69.9,1613,16.0,0.064,99.28,0.07,0.75,0
98.0,75.4,1778,88.86,0.033,97.28,0.21,2.48,1
40.5,98.8,926,42.9,0.069,96.47,0.18,1.38,1
48.1,121.6,676,83.18,0.102,98.61,0.01,0.48,1
78.7,51.3,0,38.83,0.0,99.74,0.06,0.0,0
25.0,70.8,500,70.72,0.021,97.91,0.0,0.22,0
97.3,50.0,212,78.33,0.0,99.93,0.01,0.43,0
25.5,53.3,798,57.62,0.0,99.6,0.0,0.55,0
11.6,92.0,2592,50.58,0.049,96.19,0.11,2.51,1
77.6,64.2,544,46.79,0.026,96.46,0.01,0.37,0
21.9,51.9,788,25.63,0.044,99.55,0.02,0.96,0
43.6,86.8,1194,10.59,0.046,99.56,0.06,1.02,1
21.4,71.3,1078,18.76,0.005,98.57,0.02,1.48,0
13.4,97.5,1041,19.56,0.1,98.37,0.19,0.0,1
27.1,106.7,1372,35.3,0.007,98.01,0.14,1.58,1
88.9,84.7,1209,71.49,0.055,99.25,0.07,1.03,1
25.4,82.3,1145,71.55,0.0,99.42,0.09,1.0,1
45.3,116.8,639,76.51,0.09,99.23,0.11,0.0,0
58.6,117.2,1312,20.01,0.021,97.1,0.04,1.61,0
93.7,83.5,2041,52.7,0.052,97.51,0.08,2.09,1
39.7,105.8,1168,45.64,0.014,97.83,0.08,0.69,1
95.0,50.0,992,68.47,0.0,98.79,0.04,0.93,0
67.1,57.3,0,56.29,0.034,98.69,0.0,0.07,0
68.5,77.9,901,76.2,0.0,98.3,0.03,0.28,0
67.9,50.6,403,78.06,0.038,98.07,0.1,0.0,1
65.6,75.0,1541,89.28,0.059,97.84,0.07,1.2,1
51.3,68.4,991,59.72,0.042,98.14,0.04,1.42,0
19.5,60.6,0,29.05,0.0,100.0,0.0,0.0,0
19.5,72.9,320,14.2,0.0,98.93,0.12,0.0,0
17.1,89.2,605,42.37,0.0,99.32,0.07,0.37,0
98.5,94.8,2144,19.3,0.078,100.0,0.21,1.68,1
18.7,89.5,1649,70.36,0.002,97.42,0.09,1.27,1
33.7,84.8,399,52.69,0.008,99.27,0.07,0.28,0
69.1,73.0,0,58.75,0.082,96.95,0.16,0.27,0
10.0,58.5,1049,88.59,0.0,97.52,0.0,1.48,0
58.1,50.0,0,47.0,0.065,99.51,0.0,0.0,0
16.0,81.9,1,44.76,0.0,97.4,0.06,0.32,0
80.9,52.7,309,23.54,0.006,97.81,0.0,0.71,0
49.1,83.9,1178,74.28,0.003,99.03,0.0,2.12,0
75.9,84.6,342,41.13,0.108,98.76,0.01,0.69,0
26.4,66.7,311,47.79,0.0,96.85,0.06,0.4,0
78.6,50.0,0,85.81,0.014,99.33,0.12,0.2,0
65.1,67.0,1328,40.1,0.119,98.2,0.08,0.17,1
82.4,70.4,1225,13.64,0.045,98.56,0.1,1.0,1
62.1,85.2,1135,26.33,0.0,99.2,0.14,1.88,1
39.8,50.0,0,16.23,0.038,97.46,0.08,0.6,0
16.5,60.5,0,54.36,0.0,99.47,0.04,0.0,0
61.2,83.7,589,75.77,0.0,98.72,0.07,0.42,1
31.4,62.0,1806,85.58,0.0,97.09,0.14,1.98,1
21.0,103.5,1787,25.85,0.102,97.74,0.26,1.5,1
63.7,73.9,537,50.53,0.102,97.67,0.02,0.97,0
22.1,74.9,0,64.16,0.008,97.47,0.02,0.0,0
10.9,50.0,673,70.15,0.0,98.8,0.04,0.43,0
52.0,53.2,1811,21.85,0.043,99.93,0.0,1.48,0
36.5,79.4,586,87.41,0.0,98.22,0.11,1.09,0
50.5,111.6,1320,57.43,0.055,99.62,0.08,1.86,1
94.1,85.9,615,20.41,0.037,97.01,0.05,0.36,0
21.5,83.9,3183,40.2,0.044,97.73,0.15,3.95,1
36.2,58.5,289,72.47,0.057,98.17,0.12,0.0,0
12.9,124.9,1648,50.98,0.106,97.08,0.18,2.03,1
71.5,112.7,2071,30.71,0.03,96.67,0.21,2.39,1
38.2,56.7,0,33.23,0.0,97.94,0.13,0.0,0
36.2,50.0,1336,19.58,0.037,98.36,0.04,1.66,0
77.4,94.0,1203,13.66,0.046,96.44,0.16,0.32,1
45.8,50.0,201,45.04,0.043,98.74,0.08,0.35,0
24.1,99.5,2140,25.95,0.0,98.0,0.23,1.86,1
52.5,66.7,1701,19.77,0.05,97.38,0.14,3.49,1
83.8,66.3,544,63.06,0.0,99.83,0.03,0.0,0
65.0,50.0,1572,60.19,0.016,98.18,0.19,1.11,1
78.9,76.5,705,59.93,0.053,97.71,0.11,1.06,1
87.3,67.8,1882,19.55,0.054,98.26,0.08,1.99,0
44.9,64.0,442,29.2,0.069,99.33,0.06,0.82,0
96.5,63.2,185,81.43,0.006,99.81,0.03,0.0,0
74.3,65.3,5,45.34,0.005,98.67,0.0,0.0,0
35.4,87.9,1725,22.4,0.17,98.86,0.13,1.47,1
15.0,52.6,856,15.74,0.014,99.34,0.04,0.63,0
41.2,52.6,47,24.99,0.061,99.68,0.07,0.81,0
59.1,50.0,215,39.69,0.0,99.65,0.0,0.0,0
99.2,56.0,0,40.08,0.051,99.65,0.02,0.15,0
19.3,90.7,1964,13.73,0.088,97.97,0.24,2.17,1
66.7,66.4,1321,43.82,0.0,97.6,0.06,1.08,0
38.0,50.0,0,58.69,0.0,97.15,0.09,0.13,0
40.6,73.7,2168,18.81,0.139,95.5,0.11,1.76,1
68.8,50.8,2536,80.06,0.034,98.12,0.23,1.41,1
55.1,72.5,559,11.87,0.029,97.64,0.09,0.55,0
56.3,84.5,1446,31.75,0.023,97.86,0.19,2.18,1
91.2,50.0,1558,40.94,0.012,98.22,0.14,1.39,1
43.5,100.5,1676,76.2,0.106,97.21,0.17,1.99,1
18.9,62.1,1964,61.45,0.0,98.51,0.12,2.02,1
99.1,50.0,440,19.31,0.126,99.22,0.02,0.87,0
10.7,63.2,1908,44.12,0.025,97.74,0.09,2.6,1
62.5,73.3,1024,58.79,0.106,97.6,0.05,1.8,1
66.3,56.8,894,58.27,0.109,98.52,0.02,0.0,0
12.7,92.0,1252,71.72,0.007,97.95,0.24,0.56,1
34.0,71.5,161,13.38,0.01,100.0,0.0,0.38,0
72.5,81.6,0,70.61,0.0,100.0,0.02,0.79,0
47.3,50.0,580,79.64,0.084,98.99,0.14,0.7,0
53.1,89.2,551,61.71,0.11,99.12,0.09,0.8,0
26.5,56.9,699,82.68,0.025,99.76,0.21,1.14,1
59.0,50.0,684,49.2,0.014,98.61,0.0,1.45,0
17.5,76.1,1248,75.1,0.012,97.43,0.12,1.56,0
10.4,50.0,597,26.64,0.105,96.27,0.01,0.22,0
16.5,91.5,487,67.09,0.029,98.72,0.16,1.2,0
20.9,59.6,1260,10.93,0.117,98.48,0.07,0.98,1
57.1,50.0,965,18.92,0.063,97.97,0.17,0.98,0
47.5,69.8,396,22.73,0.085,100.0,0.0,0.83,0
21.7,86.5,199,74.22,0.07,99.57,0.11,0.0,1
15.4,105.7,1327,19.65,0.011,98.06,0.08,1.54,0
68.3,121.9,1118,87.39,0.098,99.28,0.09,1.95,1
46.3,51.6,1140,35.94,0.0,97.74,0.1,2.09,0
39.2,50.0,126,48.18,0.098,98.63,0.12,0.7,1
29.2,50.0,308,60.51,0.037,99.99,0.07,1.11,0
57.6,83.4,1182,54.61,0.0,98.91,0.12,0.99,0
98.5,99.0,1547,13.5,0.028,97.87,0.15,2.02,1
14.2,68.0,0,87.8,0.034,97.22,0.0,0.09,0
84.2,74.9,1073,65.63,0.023,97.79,0.2,1.07,1
11.1,78.0,1405,37.82,0.091,98.08,0.12,1.86,0
31.7,112.0,1757,31.38,0.063,97.89,0.2,1.67,1
11.2,96.0,153,71.39,0.0,98.22,0.08,0.43,0
10.5,70.9,856,47.56,0.0,99.37,0.07,0.8,0
25.8,50.0,795,77.24,0.01,100.0,0.02,1.03,0
80.6,74.1,760,84.71,0.009,99.79,0.09,0.85,0
97.1,82.6,1484,18.49,0.05,97.26,0.14,1.83,1
60.1,79.4,1527,69.67,0.096,99.33,0.08,0.99,1
30.2,73.6,1116,18.96,0.069,99.59,0.25,0.49,1
80.3,58.9,0,35.12,0.02,99.36,0.04,0.35,0
83.5,50.0,321,81.07,0.084,98.35,0.02,0.36,0
56.2,60.5,226,62.56,0.092,98.26,0.01,0.0,0
80.2,64.0,1466,68.92,0.112,97.96,0.16,0.55,1
58.8,59.5,2136,37.99,0.0,96.19,0.19,2.61,1
97.6,51.2,659,30.86,0.143,99.29,0.06,0.03,0
66.8,63.9,885,15.62,0.009,97.13,0.08,0.41,0
62.7,89.9,1998,41.52,0.054,97.5,0.1,1.48,1
82.6,55.3,873,31.14,0.054,98.11,0.13,0.87,0
39.1,53.4,212,26.14,0.009,97.85,0.0,0.5,0
56.5,79.9,690,78.87,0.024,98.03,0.04,1.61,1
23.5,50.0,680,54.03,0.015,98.47,0.0,1.04,0
45.4,65.1,602,49.76,0.0,98.44,0.06,0.0,0
41.8,54.1,904,42.78,0.008,97.55,0.17,1.28,1
98.5,86.2,1615,76.37,0.0,98.26,0.11,1.06,1
62.9,50.0,673,52.37,0.021,98.01,0.05,0.72,0
37.7,79.0,1480,81.58,0.102,98.79,0.1,2.46,1
98.9,80.7,1175,87.93,0.059,96.51,0.12,1.0,1
58.9,56.5,1012,33.88,0.012,98.75,0.14,0.67,0
57.6,50.0,646,70.03,0.0,99.13,0.08,1.15,0
14.1,99.7,0,70.53,0.012,100.0,0.04,0.34,0
36.4,50.0,704,57.9,0.0,98.93,0.0,0.43,0
15.8,105.5,1832,18.22,0.066,97.75,0.11,0.99,1
25.5,90.5,1504,14.2,0.03,97.94,0.15,0.82,1
62.2,83.4,872,52.09,0.108,98.65,0.01,1.61,1
29.3,101.9,913,34.27,0.0,97.78,0.11,1.42,1
16.7,101.9,1281,78.04,0.001,98.1,0.09,1.33,1
40.5,98.7,1952,79.5,0.024,98.72,0.16,2.46,1
68.4,104.8,1891,41.01,0.043,97.97,0.22,1.87,1
91.3,110.3,1070,70.17,0.108,98.04,0.17,1.48,1
67.1,65.0,1564,58.44,0.006,98.17,0.09,1.28,1
71.0,55.1,2423,58.67,0.138,96.55,0.15,1.48,1
94.3,81.9,761,61.51,0.0,100.0,0.1,0.27,0
17.7,50.0,364,42.08,0.106,98.98,0.03,0.0,0
85.4,70.5,1435,14.66,0.0,96.48,0.15,1.4,1
81.9,67.1,308,71.37,0.016,98.15,0.0,0.0,0
93.9,91.4,1436,48.86,0.077,97.64,0.11,1.43,1
70.9,63.1,1789,65.33,0.004,100.0,0.11,2.41,1
60.5,88.9,520,50.56,0.039,98.95,0.02,0.62,0
86.7,50.0,983,29.58,0.014,98.63,0.15,0.76,0
88.7,50.0,76,67.31,0.08,98.75,0.0,0.27,0
58.6,50.0,574,32.22,0.0,95.99,0.14,0.9,0
55.6,112.3,1026,80.07,0.055,97.63,0.08,0.85,1
18.0,50.0,590,34.24,0.022,98.85,0.14,1.14,1
25.1,50.0,1148,32.13,0.077,100.0,0.06,1.12,0
87.4,50.0,0,40.23,0.014,96.94,0.0,0.29,0
20.5,50.0,3008,16.62,0.134,97.74,0.27,3.33,1
76.2,90.7,2079,35.65,0.0,97.96,0.27,1.51,1
56.3,64.3,1356,53.64,0.0,99.71,0.23,1.9,1
71.0,81.3,1995,31.48,0.021,98.48,0.13,2.0,1
66.8,95.6,758,77.07,0.037,98.4,0.14,0.55,0
89.5,86.2,2198,29.0,0.069,97.54,0.22,2.04,1
11.7,50.0,1187,60.63,0.081,96.29,0.05,1.1,0
35.4,93.9,1990,12.8,0.098,97.7,0.14,2.42,1
17.7,86.6,1565,23.0,0.124,96.89,0.22,1.23,1
79.0,50.0,894,41.61,0.0,100.0,0.01,0.0,0
36.3,56.2,0,18.08,0.0,100.0,0.0,0.0,0
47.4,51.7,0,42.37,0.011,100.0,0.04,0.0,0
59.9,87.4,1363,33.61,0.0,98.98,0.07,1.34,1
58.3,80.4,1108,58.03,0.1,99.32,0.12,1.38,0
66.9,52.2,814,85.27,0.079,99.33,0.01,0.83,0
37.7,50.0,433,81.08,0.088,97.72,0.06,0.0,0
26.1,69.0,2297,17.43,0.085,98.38,0.14,1.88,1
78.4,88.3,237,76.5,0.006,97.61,0.0,0.0,0
74.4,68.3,122,74.82,0.0,96.98,0.07,0.0,0
87.1,60.9,1730,64.2,0.076,97.87,0.25,1.69,1
74.3,52.1,191,33.14,0.0,98.12,0.1,1.28,0
66.9,103.4,2131,78.63,0.112,98.2,0.08,1.86,1
28.6,50.0,0,23.75,0.081,99.69,0.02,0.55,0
73.1,50.0,0,31.54,0.02,98.92,0.1,0.0,1
70.9,104.8,2822,24.57,0.129,98.3,0.15,3.05,1
16.7,50.0,263,66.44,0.0,98.54,0.1,0.0,0
57.3,91.7,982,71.66,0.0,97.03,0.05,1.17,1
27.1,101.7,1902,83.46,0.072,98.56,0.08,2.52,0
27.3,91.6,1014,45.07,0.0,99.66,0.03,0.18,1
55.5,73.9,526,62.17,0.036,98.88,0.11,0.0,0
85.4,64.9,1777,73.39,0.0,97.56,0.11,1.62,1
33.2,94.2,2103,29.06,0.058,97.03,0.13,1.57,1
34.6,107.5,1105,56.01,0.062,97.59,0.17,1.28,1
81.1,92.9,814,34.6,0.087,98.47,0.05,0.48,0
41.9,50.0,701,45.31,0.076,98.06,0.28,0.96,1
39.8,57.2,1824,79.06,0.042,96.88,0.22,1.75,1
83.0,111.9,1019,22.13,0.025,97.74,0.0,0.59,0
15.3,81.3,1227,37.66,0.119,97.12,0.17,2.21,1
68.0,86.8,1528,85.79,0.076,96.65,0.23,1.87,1
65.9,50.0,0,81.75,0.0,99.93,0.03,0.14,0
62.1,84.6,1085,70.11,0.101,97.74,0.18,0.97,0
59.3,86.2,1488,68.24,0.067,98.04,0.11,1.61,1
42.7,50.0,1339,46.77,0.078,99.2,0.0,1.45,0
72.7,78.0,462,65.8,0.04,99.41,0.16,0.45,1
13.5,89.1,1347,35.92,0.145,98.69,0.15,1.27,1
80.8,77.5,994,69.28,0.04,97.85,0.05,0.47,0
96.9,50.0,0,12.1,0.0,98.95,0.0,0.2,0
47.1,66.1,958,10.21,0.026,98.39,0.02,0.22,0
30.4,77.8,1111,16.79,0.011,98.23,0.06,1.31,0
64.1,50.0,938,84.54,0.063,97.57,0.11,1.08,0
67.0,50.0,941,36.35,0.0,97.8,0.11,1.11,0
77.8,91.2,822,80.38,0.112,96.48,0.13,1.53,1
74.0,50.0,788,62.37,0.0,99.64,0.0,0.87,0
35.4,76.0,2934,81.78,0.039,97.25,0.15,2.87,1
24.9,50.0,1205,75.3,0.068,97.53,0.11,1.58,0
59.3,69.9,1041,53.93,0.128,96.08,0.16,0.81,1
29.8,50.0,1195,52.47,0.0,97.62,0.14,1.1,1
22.7,50.0,390,40.16,0.0,100.0,0.0,0.36,0
27.6,50.0,879,22.96,0.121,99.4,0.02,0.53,0
52.1,56.4,479,28.24,0.0,100.0,0.0,0.71,0
53.8,50.0,0,77.59,0.047,98.68,0.0,0.11,0
42.0,64.2,19,53.62,0.012,96.45,0.0,0.43,0
98.2,61.8,599,74.51,0.008,97.93,0.0,1.15,0
54.8,99.4,1987,37.3,0.113,97.72,0.11,1.96,1
71.0,58.8,1084,12.16,0.098,98.01,0.17,2.23,1
59.7,62.8,1713,24.61,0.038,97.95,0.1,1.43,1
11.9,78.9,969,14.59,0.0,97.62,0.1,0.75,1
18.1,94.5,1050,16.99,0.066,100.0,0.05,0.74,0
86.0,108.3,1375,61.14,0.0,96.83,0.18,1.54,1
51.1,50.0,1360,23.34,0.11,95.5,0.15,0.86,1
98.8,70.2,714,25.11,0.039,97.44,0.0,1.08,0
39.0,88.0,1134,66.26,0.071,97.41,0.09,1.61,0
20.2,62.3,342,38.28,0.0,99.04,0.12,0.87,0
38.1,98.6,1976,44.26,0.019,98.64,0.2,1.65,1
67.6,72.3,180,69.69,0.04,98.83,0.12,0.84,0
53.5,69.0,286,60.39,0.0,100.0,0.07,0.0,0
14.1,62.5,385,50.85,0.054,100.0,0.0,0.0,0
38.8,73.0,665,40.78,0.054,98.38,0.12,0.42,1
29.6,50.0,550,19.49,0.03,99.65,0.05,1.88,0
77.1,85.7,1545,64.26,0.0,97.59,0.11,1.01,0
78.3,82.5,1355,14.43,0.021,96.47,0.1,1.2,1
99.9,69.4,711,73.45,0.093,97.24,0.09,0.87,0
75.7,95.5,1761,83.2,0.003,97.0,0.06,1.18,1
11.3,108.1,1563,27.92,0.042,98.84,0.19,1.8,1
91.3,70.9,1468,23.7,0.071,98.41,0.2,0.87,1
10.6,50.0,608,25.07,0.075,99.18,0.07,0.9,0
84.0,68.9,467,49.95,0.0,97.12,0.04,0.86,0
50.0,80.6,1232,10.68,0.006,98.51,0.17,0.86,1
42.1,53.3,149,68.73,0.0,100.0,0.0,0.0,0
58.0,96.9,732,47.85,0.06,97.86,0.13,0.19,1
91.9,61.3,516,21.49,0.029,99.1,0.18,0.53,0
43.2,60.6,0,24.62,0.016,100.0,0.0,0.0,0
84.7,51.8,1575,32.11,0.064,96.42,0.11,1.08,1
73.3,72.4,1856,50.48,0.075,98.32,0.23,1.91,1
81.6,116.0,1541,13.31,0.062,97.77,0.11,1.81,1
91.1,50.0,1870,76.03,0.141,97.8,0.19,1.55,1
77.7,119.4,1642,64.24,0.075,97.86,0.16,1.17,1
15.9,89.6,924,61.93,0.048,97.15,0.0,0.19,0
31.2,76.7,539,17.39,0.098,97.69,0.25,0.9,1
97.5,79.8,0,56.21,0.004,98.84,0.0,0.71,0
21.1,70.4,563,71.1,0.0,97.22,0.0,1.04,0
22.3,117.1,956,63.16,0.0,99.5,0.23,0.23,1
29.1,79.5,1074,75.8,0.073,98.9,0.08,2.09,1
24.8,50.0,798,40.09,0.123,96.7,0.0,0.87,0
85.4,75.5,854,50.13,0.007,98.25,0.03,0.65,0
73.8,50.0,948,60.53,0.012,99.5,0.09,1.01,0
64.6,126.3,2038,72.95,0.126,97.11,0.23,2.27,1
10.7,75.5,1511,57.56,0.038,97.93,0.18,1.2,1
47.9,67.6,647,87.09,0.181,97.11,0.06,0.51,0
71.4,113.7,1585,81.13,0.163,96.99,0.16,1.77,1
33.0,68.4,444,37.4,0.029,98.76,0.05,0.99,0
53.4,50.0,1260,34.68,0.135,97.37,0.19,1.4,1
59.3,70.2,588,74.78,0.0,100.0,0.09,1.01,1
12.5,50.0,0,44.67,0.0,96.93,0.03,0.0,0
96.9,53.0,0,78.32,0.064,99.4,0.07,0.0,0
85.3,83.7,1760,30.31,0.118,98.87,0.22,1.17,1
46.3,53.7,46,41.61,0.069,99.39,0.08,0.36,0
48.0,50.0,532,45.47,0.001,97.89,0.07,1.99,0
55.7,69.7,362,68.73,0.016,97.57,0.0,0.0,0
74.1,108.6,1703,22.26,0.048,97.65,0.24,1.0,1
88.4,85.9,1922,13.52,0.0,97.37,0.17,1.34,1
44.7,107.5,1286,89.72,0.091,97.91,0.15,2.09,1
12.4,113.0,1992,75.19,0.085,98.77,0.14,2.16,1
47.6,99.8,365,51.08,0.017,97.42,0.1,0.0,0
69.8,69.0,1218,35.66,0.0,98.57,0.07,1.74,0
39.5,97.5,1629,61.82,0.056,96.02,0.17,1.75,1
91.7,64.0,1329,42.14,0.028,97.51,0.02,1.31,0
72.4,64.4,18,57.61,0.0,96.1,0.11,0.03,0
93.4,63.8,982,74.49,0.0,98.45,0.06,1.57,0
91.5,50.0,1385,48.14,0.085,98.77,0.14,1.76,1
34.2,70.4,1236,64.27,0.019,97.47,0.16,1.75,1
96.6,118.8,893,51.99,0.037,98.48,0.23,0.69,1
98.3,50.0,0,68.35,0.0,99.94,0.0,0.0,0
99.0,50.0,0,80.15,0.0,97.52,0.09,0.0,0
58.9,50.1,868,47.19,0.045,98.76,0.18,1.52,1
43.3,66.0,1385,67.77,0.019,96.63,0.15,1.93,1
20.8,50.0,254,52.45,0.0,99.51,0.06,0.62,0
38.4,59.9,1287,44.3,0.013,96.84,0.1,1.76,1
13.2,50.0,0,21.4,0.0,98.8,0.06,0.0,0
63.1,81.3,769,38.86,0.039,97.0,0.05,1.05,1
60.8,74.6,1922,19.65,0.078,98.54,0.11,1.71,1
20.3,63.4,125,31.56,0.133,97.77,0.04,0.0,0
28.6,71.1,312,73.72,0.014,98.13,0.05,1.03,0
39.5,86.0,2444,52.66,0.065,98.04,0.14,2.02,1
98.9,55.3,1782,42.88,0.0,98.09,0.13,1.82,1
64.4,60.8,1648,75.05,0.041,97.95,0.21,2.05,0
50.2,61.7,1982,11.58,0.118,98.04,0.14,1.31,1
88.5,51.9,140,27.96,0.0,97.89,0.0,0.27,0
88.8,50.0,480,12.18,0.046,100.0,0.0,0.47,0
70.8,62.4,70,23.01,0.0,97.86,0.1,0.16,0
37.7,53.4,0,32.61,0.056,98.52,0.03,0.58,0
21.9,50.0,1056,10.47,0.0,96.73,0.09,1.74,0
32.1,102.0,378,62.25,0.068,98.84,0.0,0.0,0
22.8,84.1,1827,89.46,0.11,97.3,0.2,2.17,1
90.7,65.1,1809,35.34,0.072,95.11,0.21,1.18,1
81.6,60.9,0,30.8,0.0,98.57,0.02,0.49,0
36.3,53.9,377,68.27,0.0,98.8,0.08,0.84,0
80.7,79.6,1108,70.65,0.172,98.0,0.17,1.62,1
76.0,74.1,135,74.2,0.0,99.45,0.0,0.6,0
12.6,76.2,741,32.82,0.073,99.42,0.07,0.6,0
29.5,88.5,1551,36.96,0.0,98.15,0.13,1.24,0
85.6,107.1,2036,86.52,0.023,95.36,0.14,0.57,1
79.7,50.0,913,16.18,0.068,97.37,0.0,0.89,0
99.0,63.7,1364,34.86,0.035,97.17,0.0,1.09,0
13.8,50.0,1067,14.81,0.0,100.0,0.01,1.05,0
45.8,106.1,1745,85.92,0.103,96.86,0.09,1.54,0
47.8,65.4,182,71.03,0.067,97.64,0.04,0.25,0
54.1,60.4,0,49.83,0.0,97.31,0.15,0.35,0
23.9,62.6,637,16.32,0.0,99.01,0.1,0.25,0
87.4,94.9,406,48.98,0.036,97.76,0.12,0.0,0
96.5,50.0,1446,48.99,0.0,98.55,0.14,2.06,0
57.3,68.2,1807,17.3,0.159,99.13,0.15,2.07,1
86.0,67.9,337,26.88,0.0,99.4,0.08,1.0,0
66.9,50.0,682,60.56,0.051,99.88,0.03,0.72,0
80.6,88.5,2681,40.26,0.062,98.01,0.17,2.5,1
12.7,57.2,0,73.12,0.0,99.2,0.12,0.0,0
52.8,74.7,945,74.69,0.006,98.22,0.01,1.08,0
70.6,64.0,191,68.34,0.111,99.03,0.01,0.29,0
88.9,88.9,1917,22.15,0.0,99.31,0.14,1.87,1
68.4,62.3,1613,86.97,0.061,97.48,0.12,2.31,1
49.2,66.5,649,83.06,0.068,98.03,0.16,0.39,1
11.4,92.4,1897,88.65,0.027,97.21,0.23,2.43,1
57.8,72.2,1492,70.2,0.099,98.17,0.08,1.9,1
25.8,64.3,710,79.58,0.017,98.06,0.06,0.03,0
48.1,97.4,1727,13.36,0.053,98.4,0.13,1.26,1
41.7,69.5,2333,44.07,0.033,95.37,0.2,2.55,1
65.4,89.2,774,35.24,0.07,97.27,0.09,1.08,0
24.5,64.7,1727,53.1,0.0,98.46,0.07,1.72,0
95.0,81.6,1757,46.93,0.007,98.42,0.16,1.79,1
85.4,50.0,0,87.02,0.051,100.0,0.14,0.0,0
38.4,65.8,1684,33.69,0.056,98.77,0.13,2.29,1
85.5,114.8,1694,29.57,0.049,98.16,0.07,1.64,1
47.8,81.6,227,81.76,0.034,97.85,0.11,0.0,1
89.4,65.2,922,50.47,0.028,98.74,0.07,1.14,0
66.6,73.2,751,32.19,0.014,97.16,0.04,0.78,1
20.1,51.2,747,42.62,0.0,99.16,0.03,1.04,0
70.8,50.0,689,67.97,0.067,99.47,0.0,0.18,0
25.0,50.0,0,64.23,0.0,98.24,0.05,0.0,0
97.3,76.2,2233,72.93,0.0,97.67,0.07,2.9,1
64.6,50.0,521,30.15,0.0,97.05,0.08,1.4,0
52.6,73.2,1260,54.31,0.106,98.21,0.11,0.71,1
60.4,64.5,688,77.16,0.047,99.86,0.06,0.69,0
49.5,87.4,1595,24.17,0.101,98.26,0.14,1.59,1
69.9,50.0,570,85.84,0.0,99.51,0.0,0.52,0
21.9,77.9,1002,69.35,0.067,98.39,0.15,1.84,0
57.6,66.4,174,65.82,0.066,98.82,0.0,0.74,0
19.6,63.0,931,14.28,0.009,97.45,0.19,0.82,1
